"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2020","127.44","127.44","127.44","127.44","","0.00%"
"12/31/2019","127.44","127.28","127.62","127.07","","-0.05%"
"12/30/2019","127.51","128.46","128.51","127.45","","-0.90%"
"12/27/2019","128.67","128.47","128.98","128.43","","0.18%"
"12/26/2019","128.44","128.41","128.48","128.41","","0.05%"
"12/25/2019","128.37","128.37","128.37","128.37","","0.00%"
"12/24/2019","128.37","128.12","128.41","128.08","","0.13%"
"12/23/2019","128.20","128.05","128.34","127.99","","-0.10%"
"12/20/2019","128.33","127.50","128.36","127.38","","0.73%"
"12/19/2019","127.40","127.39","127.58","126.98","","0.10%"
"12/18/2019","127.27","127.35","127.74","127.27","","-0.17%"
"12/17/2019","127.49","127.98","127.98","127.35","","-0.74%"
"12/16/2019","128.44","127.21","128.68","127.21","","1.45%"
"12/13/2019","126.61","126.47","127.59","126.44","","1.18%"
"12/12/2019","125.13","124.71","125.67","124.28","","0.39%"
"12/11/2019","124.64","124.21","124.72","123.94","","0.26%"
"12/10/2019","124.32","124.34","124.46","123.06","","-0.20%"
"12/09/2019","124.57","124.96","124.96","124.52","","-0.25%"
"12/06/2019","124.88","123.70","124.97","123.61","","1.17%"
"12/05/2019","123.43","123.92","124.34","123.39","","-0.22%"
"12/04/2019","123.70","122.17","123.73","122.17","","1.24%"
"12/03/2019","122.19","123.38","123.65","121.80","","-0.72%"
"12/02/2019","123.07","125.14","125.94","122.93","","-1.61%"
"11/29/2019","125.09","125.22","125.80","125.03","","-0.42%"
"11/28/2019","125.62","125.66","125.71","125.39","","-0.17%"
"11/27/2019","125.83","125.81","126.03","125.45","","0.31%"
"11/26/2019","125.44","125.48","125.59","125.02","","0.00%"
"11/25/2019","125.44","124.89","125.48","124.88","","1.02%"
"11/22/2019","124.17","123.74","124.65","123.74","","0.49%"
"11/21/2019","123.56","123.38","123.68","122.84","","-0.35%"
"11/20/2019","124.00","124.12","124.13","123.39","","-0.51%"
"11/19/2019","124.63","125.08","125.89","124.43","","-0.14%"
"11/18/2019","124.81","125.05","125.22","124.39","","-0.08%"
"11/15/2019","124.91","125.01","125.06","124.07","","0.44%"
"11/14/2019","124.36","124.78","124.83","124.33","","-0.38%"
"11/13/2019","124.83","124.95","125.02","124.19","","-0.39%"
"11/12/2019","125.32","124.94","125.56","124.83","","0.42%"
"11/11/2019","124.80","124.52","124.90","124.03","","-0.06%"
"11/08/2019","124.88","124.89","125.11","124.64","","-0.30%"
"11/07/2019","125.26","125.08","125.40","124.97","","0.37%"
"11/06/2019","124.80","124.52","124.89","124.29","","0.15%"
"11/05/2019","124.61","124.32","124.70","124.09","","0.33%"
"11/04/2019","124.20","123.32","124.43","123.32","","1.06%"
"11/01/2019","122.90","122.34","122.97","122.31","","0.76%"
"10/31/2019","121.97","122.80","123.02","121.69","","-0.62%"
"10/30/2019","122.73","122.43","122.81","122.11","","0.06%"
"10/29/2019","122.66","122.79","122.79","122.19","","-0.20%"
"10/28/2019","122.91","122.52","123.14","122.34","","0.26%"
"10/25/2019","122.59","122.61","122.67","121.89","","0.04%"
"10/24/2019","122.54","122.26","122.73","122.14","","0.55%"
"10/23/2019","121.87","121.23","121.93","121.14","","0.12%"
"10/22/2019","121.72","121.51","121.91","121.10","","0.14%"
"10/21/2019","121.55","120.78","121.68","120.74","","0.73%"
"10/18/2019","120.67","120.87","121.16","120.47","","-0.26%"
"10/17/2019","120.98","120.79","122.23","120.72","","-0.05%"
"10/16/2019","121.04","121.11","121.42","120.60","","-0.16%"
"10/15/2019","121.24","120.53","121.52","120.16","","1.18%"
"10/14/2019","119.83","119.89","119.95","119.05","","-0.49%"
"10/11/2019","120.42","117.90","120.44","117.85","","2.55%"
"10/10/2019","117.43","116.74","117.97","116.01","","0.68%"
"10/09/2019","116.64","115.98","117.02","115.84","","0.53%"
"10/08/2019","116.03","117.50","117.54","115.96","","-1.16%"
"10/07/2019","117.39","116.56","117.45","116.32","","0.66%"
"10/04/2019","116.62","116.08","116.74","115.53","","0.66%"
"10/03/2019","115.85","115.67","116.12","114.99","","0.01%"
"10/02/2019","115.84","118.97","118.97","115.77","","-2.75%"
"10/01/2019","119.12","120.93","121.17","119.09","","-1.33%"
"09/30/2019","120.73","120.22","120.88","120.09","","0.36%"
"09/27/2019","120.30","119.90","120.51","119.90","","0.51%"
"09/26/2019","119.69","118.82","119.94","118.82","","0.59%"
"09/25/2019","118.99","119.13","119.13","117.93","","-0.55%"
"09/24/2019","119.65","119.99","120.06","119.59","","-0.07%"
"09/23/2019","119.73","120.56","120.65","119.38","","-0.89%"
"09/20/2019","120.80","120.57","120.98","120.43","","0.27%"
"09/19/2019","120.47","119.59","120.68","119.52","","0.63%"
"09/18/2019","119.72","119.58","119.95","119.51","","0.01%"
"09/17/2019","119.71","119.73","119.86","119.20","","-0.07%"
"09/16/2019","119.79","120.15","120.24","119.74","","-0.57%"
"09/13/2019","120.48","119.93","120.65","119.76","","0.48%"
"09/12/2019","119.90","119.90","120.48","119.21","","0.23%"
"09/11/2019","119.63","119.06","119.69","119.00","","0.81%"
"09/10/2019","118.67","118.31","118.69","117.73","","0.29%"
"09/09/2019","118.33","118.61","118.78","118.07","","-0.15%"
"09/06/2019","118.51","118.24","118.55","118.09","","0.20%"
"09/05/2019","118.27","117.96","118.34","117.73","","0.82%"
"09/04/2019","117.31","117.08","117.63","117.05","","0.96%"
"09/03/2019","116.19","116.28","116.28","115.63","","-0.21%"
"09/02/2019","116.44","116.17","116.89","116.17","","0.31%"
"08/30/2019","116.08","115.35","116.42","115.34","","0.71%"
"08/29/2019","115.26","113.74","115.37","113.68","","1.15%"
"08/28/2019","113.95","114.02","114.08","113.03","","-0.18%"
"08/27/2019","114.16","113.37","114.44","113.10","","0.63%"
"08/26/2019","113.45","113.25","113.70","112.82","","0.01%"
"08/23/2019","113.44","114.81","115.10","113.26","","-0.87%"
"08/22/2019","114.44","114.50","115.25","114.17","","-0.35%"
"08/21/2019","114.84","113.57","114.98","113.57","","1.31%"
"08/20/2019","113.35","114.10","114.55","113.27","","-0.74%"
"08/19/2019","114.20","113.08","114.30","113.08","","1.15%"
"08/16/2019","112.90","111.68","112.97","111.68","","1.31%"
"08/15/2019","111.44","112.00","112.08","110.23","","-0.32%"
"08/14/2019","111.80","113.90","113.90","111.45","","-1.77%"
"08/13/2019","113.82","112.79","114.47","112.11","","0.64%"
"08/12/2019","113.10","113.47","114.63","112.99","","-0.43%"
"08/09/2019","113.59","114.60","114.71","113.40","","-1.07%"
"08/08/2019","114.82","113.87","114.90","113.50","","1.60%"
"08/07/2019","113.01","112.97","113.97","112.19","","0.26%"
"08/06/2019","112.72","113.01","113.98","112.59","","-0.38%"
"08/05/2019","113.15","114.78","114.90","112.93","","-2.45%"
"08/02/2019","115.99","117.50","117.50","115.78","","-2.83%"
"08/01/2019","119.37","118.34","119.48","118.32","","0.42%"
"07/31/2019","118.87","118.65","119.10","118.48","","0.11%"
"07/30/2019","118.74","120.52","120.52","118.55","","-1.55%"
"07/29/2019","120.61","120.36","121.11","120.26","","0.06%"
"07/26/2019","120.54","120.37","120.62","120.05","","0.20%"
"07/25/2019","120.30","121.33","121.93","119.73","","-0.50%"
"07/24/2019","120.90","120.79","121.02","120.39","","0.12%"
"07/23/2019","120.75","120.03","121.05","119.93","","1.04%"
"07/22/2019","119.51","119.31","119.74","119.19","","0.14%"
"07/19/2019","119.34","119.54","120.05","118.98","","0.17%"
"07/18/2019","119.14","119.01","119.55","118.67","","-0.37%"
"07/17/2019","119.58","120.01","120.32","119.43","","-0.58%"
"07/16/2019","120.28","119.72","120.45","119.66","","0.36%"
"07/15/2019","119.85","119.69","120.19","119.25","","0.17%"
"07/12/2019","119.65","119.55","119.85","119.46","","0.13%"
"07/11/2019","119.49","119.92","120.07","119.35","","-0.09%"
"07/10/2019","119.60","119.58","120.28","119.49","","-0.19%"
"07/09/2019","119.83","120.19","120.19","119.40","","-0.52%"
"07/08/2019","120.46","120.44","120.85","120.22","","-0.11%"
"07/05/2019","120.59","121.36","121.36","120.25","","-0.67%"
"07/04/2019","121.40","121.36","121.54","121.27","","0.11%"
"07/03/2019","121.27","120.34","121.34","120.34","","0.82%"
"07/02/2019","120.28","120.19","120.37","119.79","","0.37%"
"07/01/2019","119.84","119.82","120.45","119.80","","0.82%"
"06/28/2019","118.86","118.04","118.93","118.02","","0.68%"
"06/27/2019","118.06","118.26","118.54","117.62","","0.00%"
"06/26/2019","118.06","118.03","118.66","117.88","","-0.19%"
"06/25/2019","118.29","118.20","118.51","118.05","","-0.14%"
"06/24/2019","118.45","118.76","119.10","118.32","","-0.29%"
"06/21/2019","118.80","119.20","119.53","118.54","","-0.30%"
"06/20/2019","119.16","119.48","119.71","119.15","","0.24%"
"06/19/2019","118.87","118.84","118.92","118.49","","0.05%"
"06/18/2019","118.81","116.74","118.99","116.26","","1.72%"
"06/17/2019","116.80","116.94","117.16","116.60","","-0.09%"
"06/14/2019","116.90","117.20","117.20","116.51","","-0.48%"
"06/13/2019","117.46","117.03","117.75","116.97","","0.12%"
"06/12/2019","117.32","117.16","117.45","116.91","","-0.38%"
"06/11/2019","117.77","117.24","118.14","117.24","","0.68%"
"06/10/2019","116.98","116.88","117.21","116.79","","0.29%"
"06/07/2019","116.64","115.82","116.93","115.82","","1.00%"
"06/06/2019","115.49","115.64","116.37","115.20","","-0.03%"
"06/05/2019","115.52","115.26","115.84","115.13","","0.24%"
"06/04/2019","115.24","113.83","115.35","113.56","","0.68%"
"06/03/2019","114.46","113.80","114.46","112.96","","0.32%"
"05/31/2019","114.10","114.47","114.47","113.35","","-0.95%"
"05/30/2019","115.20","114.92","115.42","114.92","","0.49%"
"05/29/2019","114.64","115.45","115.45","114.37","","-1.45%"
"05/28/2019","116.33","116.69","116.74","115.92","","-0.11%"
"05/27/2019","116.46","116.41","117.05","116.33","","0.20%"
"05/24/2019","116.23","115.98","116.62","115.94","","0.54%"
"05/23/2019","115.61","116.76","116.76","115.45","","-1.62%"
"05/22/2019","117.51","117.62","117.99","116.88","","-0.24%"
"05/21/2019","117.79","117.41","117.98","117.15","","0.57%"
"05/20/2019","117.12","118.41","118.56","116.64","","-1.11%"
"05/17/2019","118.44","118.52","118.67","117.75","","-0.39%"
"05/16/2019","118.90","117.36","118.96","117.02","","1.05%"
"05/15/2019","117.67","117.41","117.71","116.28","","0.43%"
"05/14/2019","117.17","116.21","117.21","116.20","","1.09%"
"05/13/2019","115.91","117.40","117.42","115.71","","-1.27%"
"05/10/2019","117.40","117.77","118.23","117.13","","0.20%"
"05/09/2019","117.17","118.21","118.31","116.84","","-1.56%"
"05/08/2019","119.03","118.71","119.23","118.33","","0.07%"
"05/07/2019","118.95","120.57","120.97","118.78","","-1.50%"
"05/06/2019","120.76","121.74","121.74","119.98","","-0.89%"
"05/03/2019","121.84","121.45","122.04","121.33","","0.43%"
"05/02/2019","121.32","121.69","121.96","121.26","","-0.52%"
"05/01/2019","121.96","122.22","122.26","121.94","","-0.14%"
"04/30/2019","122.13","121.82","122.13","121.65","","0.07%"
"04/29/2019","122.05","121.92","122.28","121.49","","0.07%"
"04/26/2019","121.96","121.76","122.00","121.42","","0.19%"
"04/25/2019","121.73","121.95","121.95","121.32","","-0.32%"
"04/24/2019","122.12","122.18","122.53","121.91","","-0.25%"
"04/23/2019","122.43","122.17","122.47","121.86","","0.34%"
"04/22/2019","122.01","122.04","122.06","122.00","","-0.12%"
"04/19/2019","122.16","122.16","122.16","122.16","","0.00%"
"04/18/2019","122.16","121.70","122.32","121.37","","0.25%"
"04/17/2019","121.85","121.53","122.04","121.38","","0.21%"
"04/16/2019","121.59","121.33","121.72","121.28","","0.26%"
"04/15/2019","121.27","121.16","121.41","121.02","","0.12%"
"04/12/2019","121.12","120.55","121.23","120.42","","0.31%"
"04/11/2019","120.74","120.58","120.95","120.05","","0.13%"
"04/10/2019","120.58","120.29","120.73","120.24","","0.33%"
"04/09/2019","120.18","120.71","121.30","120.09","","-0.56%"
"04/08/2019","120.86","121.05","121.13","120.65","","-0.15%"
"04/05/2019","121.04","120.98","121.26","120.87","","0.12%"
"04/04/2019","120.90","120.91","121.16","120.64","","-0.24%"
"04/03/2019","121.19","120.66","121.20","120.66","","1.08%"
"04/02/2019","119.90","119.43","120.19","119.36","","0.39%"
"04/01/2019","119.43","118.70","119.51","118.70","","1.32%"
"03/29/2019","117.87","117.49","118.07","117.36","","0.56%"
"03/28/2019","117.21","117.45","117.92","117.12","","-0.22%"
"03/27/2019","117.47","117.63","118.22","116.98","","0.01%"
"03/26/2019","117.46","116.95","117.71","116.56","","0.69%"
"03/25/2019","116.66","116.49","117.04","116.26","","-0.48%"
"03/22/2019","117.22","118.95","119.07","117.07","","-1.27%"
"03/21/2019","118.73","118.59","118.96","118.10","","-0.09%"
"03/20/2019","118.84","119.77","119.85","118.59","","-1.00%"
"03/19/2019","120.04","119.41","120.36","119.39","","0.61%"
"03/18/2019","119.31","119.04","119.41","119.04","","0.32%"
"03/15/2019","118.93","117.91","119.04","117.90","","0.80%"
"03/14/2019","117.99","117.29","118.16","117.29","","0.71%"
"03/13/2019","117.16","116.39","117.23","116.34","","0.62%"
"03/12/2019","116.44","117.02","117.08","116.15","","-0.05%"
"03/11/2019","116.50","115.97","116.66","115.71","","0.82%"
"03/08/2019","115.55","116.05","116.14","115.31","","-0.96%"
"03/07/2019","116.67","117.06","117.43","116.19","","-0.44%"
"03/06/2019","117.19","117.18","117.65","117.05","","-0.03%"
"03/05/2019","117.22","116.97","117.42","116.63","","0.19%"
"03/04/2019","117.00","117.18","117.42","116.93","","0.25%"
"03/01/2019","116.71","116.71","117.17","116.60","","0.41%"
"02/28/2019","116.23","115.52","116.36","115.46","","0.04%"
"02/27/2019","116.18","116.05","116.30","115.71","","-0.24%"
"02/26/2019","116.46","115.81","116.64","115.41","","0.34%"
"02/25/2019","116.07","116.13","116.47","115.92","","0.24%"
"02/22/2019","115.79","115.41","116.01","115.37","","0.22%"
"02/21/2019","115.54","115.95","116.01","115.23","","-0.39%"
"02/20/2019","115.99","115.39","116.09","115.23","","0.69%"
"02/19/2019","115.20","115.22","115.48","114.64","","-0.19%"
"02/18/2019","115.42","115.23","115.53","115.07","","0.17%"
"02/15/2019","115.22","113.54","115.35","113.42","","1.44%"
"02/14/2019","113.58","114.55","114.64","113.50","","-0.43%"
"02/13/2019","114.07","113.79","114.33","113.62","","0.58%"
"02/12/2019","113.41","113.33","113.66","113.31","","0.52%"
"02/11/2019","112.82","112.25","113.08","112.25","","0.86%"
"02/08/2019","111.86","112.39","112.79","111.63","","-0.62%"
"02/07/2019","112.56","114.05","114.26","112.50","","-1.57%"
"02/06/2019","114.35","114.00","114.47","113.86","","0.18%"
"02/05/2019","114.15","112.74","114.21","112.58","","1.42%"
"02/04/2019","112.55","112.51","112.67","111.96","","0.05%"
"02/01/2019","112.49","112.38","112.51","111.70","","0.35%"
"01/31/2019","112.10","112.22","112.68","111.37","","0.10%"
"01/30/2019","111.99","111.49","112.19","111.43","","0.46%"
"01/29/2019","111.48","110.71","111.94","110.57","","0.79%"
"01/28/2019","110.61","111.50","111.51","110.47","","-0.98%"
"01/25/2019","111.71","111.55","111.88","111.47","","0.78%"
"01/24/2019","110.85","110.58","111.10","110.29","","0.25%"
"01/23/2019","110.57","110.26","111.18","109.99","","-0.05%"
"01/22/2019","110.63","110.58","111.05","110.17","","-0.42%"
"01/21/2019","111.10","111.03","111.13","110.85","","-0.20%"
"01/18/2019","111.32","109.92","111.43","109.92","","1.93%"
"01/17/2019","109.21","108.77","109.42","108.45","","-0.01%"
"01/16/2019","109.22","109.32","109.39","108.72","","0.46%"
"01/15/2019","108.72","108.96","109.37","108.20","","0.31%"
"01/14/2019","108.38","108.27","108.53","107.84","","-0.47%"
"01/11/2019","108.89","109.06","109.27","108.41","","0.01%"
"01/10/2019","108.88","108.18","108.89","107.67","","0.26%"
"01/09/2019","108.60","108.63","109.27","108.32","","0.53%"
"01/08/2019","108.03","107.23","108.75","107.23","","0.76%"
"01/07/2019","107.22","107.77","107.77","106.72","","-0.13%"
"01/04/2019","107.36","105.13","107.51","105.08","","2.94%"
"01/03/2019","104.29","104.46","105.21","104.17","","-1.07%"
"01/02/2019","105.42","104.39","105.63","103.51","","-0.22%"
"01/01/2019","105.65","105.65","105.65","105.65","","0.00%"
"12/31/2018","105.65","105.45","105.75","105.25","","0.49%"
"12/28/2018","105.13","103.89","105.32","103.73","","1.84%"
"12/27/2018","103.23","105.41","105.41","102.50","","-1.45%"
"12/26/2018","104.75","104.82","104.86","104.71","","-0.10%"
"12/25/2018","104.85","104.85","104.85","104.85","","0.00%"
"12/24/2018","104.85","104.91","105.08","104.63","","-0.50%"
"12/21/2018","105.38","105.19","105.44","104.29","","-0.07%"
"12/20/2018","105.45","105.66","106.22","105.10","","-1.40%"
"12/19/2018","106.95","106.60","107.30","106.60","","0.39%"
"12/18/2018","106.53","106.99","107.32","106.52","","-0.79%"
"12/17/2018","107.38","108.39","108.41","107.16","","-1.09%"
"12/14/2018","108.56","108.30","108.88","107.67","","-0.56%"
"12/13/2018","109.17","109.49","109.72","108.89","","-0.06%"
"12/12/2018","109.24","107.65","109.52","107.63","","1.77%"
"12/11/2018","107.34","106.65","108.28","106.53","","1.42%"
"12/10/2018","105.84","107.21","107.39","105.75","","-1.87%"
"12/07/2018","107.86","107.88","109.15","107.71","","0.57%"
"12/06/2018","107.25","109.93","109.93","106.89","","-3.13%"
"12/05/2018","110.71","111.12","111.35","110.55","","-1.13%"
"12/04/2018","111.97","112.82","112.85","111.88","","-0.85%"
"12/03/2018","112.93","113.28","114.14","112.83","","1.09%"
"11/30/2018","111.71","112.03","112.04","111.28","","-0.23%"
"11/29/2018","111.97","112.38","112.64","111.72","","0.08%"
"11/28/2018","111.88","112.20","112.43","111.74","","0.04%"
"11/27/2018","111.84","112.09","112.35","111.31","","-0.29%"
"11/26/2018","112.17","111.52","112.27","111.52","","1.32%"
"11/23/2018","110.71","110.42","110.97","110.00","","0.24%"
"11/22/2018","110.45","111.01","111.01","110.15","","-0.72%"
"11/21/2018","111.25","110.28","111.34","110.24","","1.23%"
"11/20/2018","109.90","110.95","110.95","109.36","","-1.28%"
"11/19/2018","111.33","112.39","112.87","111.29","","-0.71%"
"11/16/2018","112.13","112.89","113.33","111.49","","-0.25%"
"11/15/2018","112.41","113.79","114.11","111.55","","-1.03%"
"11/14/2018","113.58","113.47","114.56","112.66","","-0.48%"
"11/13/2018","114.13","113.63","114.29","113.25","","0.81%"
"11/12/2018","113.21","114.76","115.04","113.17","","-1.02%"
"11/09/2018","114.38","114.32","114.56","113.75","","-0.44%"
"11/08/2018","114.88","115.08","115.53","114.71","","0.15%"
"11/07/2018","114.71","114.04","114.95","114.04","","1.13%"
"11/06/2018","113.43","114.11","114.11","113.09","","-0.34%"
"11/05/2018","113.82","114.01","114.37","113.72","","-0.07%"
"11/02/2018","113.90","114.56","115.05","113.85","","0.33%"
"11/01/2018","113.52","112.92","113.93","112.92","","0.50%"
"10/31/2018","112.96","112.13","113.35","112.13","","1.67%"
"10/30/2018","111.11","111.45","111.67","110.28","","-0.10%"
"10/29/2018","111.22","110.43","112.20","110.43","","0.89%"
"10/26/2018","110.24","110.58","110.58","108.95","","-0.86%"
"10/25/2018","111.20","109.84","111.30","109.46","","0.63%"
"10/24/2018","110.50","111.04","112.16","110.40","","-0.31%"
"10/23/2018","110.84","111.65","111.71","110.56","","-1.55%"
"10/22/2018","112.59","113.36","114.00","112.50","","-0.49%"
"10/19/2018","113.15","113.42","113.69","112.46","","-0.21%"
"10/18/2018","113.39","114.11","114.72","113.31","","-0.66%"
"10/17/2018","114.14","114.88","115.24","113.67","","-0.40%"
"10/16/2018","114.60","113.06","114.62","112.87","","1.51%"
"10/15/2018","112.89","112.57","113.05","111.92","","0.18%"
"10/12/2018","112.69","113.70","114.05","112.66","","-0.28%"
"10/11/2018","113.01","113.82","114.33","112.89","","-1.84%"
"10/10/2018","115.13","117.15","117.15","115.12","","-1.64%"
"10/09/2018","117.05","116.87","117.24","115.86","","0.25%"
"10/08/2018","116.76","118.01","118.01","116.71","","-1.13%"
"10/05/2018","118.09","119.20","119.20","118.08","","-0.88%"
"10/04/2018","119.14","120.19","120.21","118.98","","-1.04%"
"10/03/2018","120.39","120.02","120.66","119.90","","0.53%"
"10/02/2018","119.76","119.95","119.97","119.30","","-0.55%"
"10/01/2018","120.42","120.23","120.78","120.04","","0.22%"
"09/28/2018","120.16","121.05","121.05","119.73","","-1.01%"
"09/27/2018","121.38","120.51","121.46","120.14","","0.44%"
"09/26/2018","120.85","120.67","120.85","120.32","","0.29%"
"09/25/2018","120.50","120.05","120.70","120.02","","0.46%"
"09/24/2018","119.95","120.25","120.48","119.86","","-0.51%"
"09/21/2018","120.57","120.21","120.77","120.21","","0.53%"
"09/20/2018","119.93","119.06","120.02","119.06","","0.72%"
"09/19/2018","119.07","118.68","119.21","118.58","","0.46%"
"09/18/2018","118.52","118.22","118.71","117.99","","0.19%"
"09/17/2018","118.30","118.05","118.46","117.87","","0.15%"
"09/14/2018","118.12","118.11","118.29","117.82","","0.32%"
"09/13/2018","117.74","117.90","118.36","117.70","","-0.08%"
"09/12/2018","117.84","117.48","117.95","117.33","","0.42%"
"09/11/2018","117.35","117.57","117.59","116.73","","-0.09%"
"09/10/2018","117.46","117.00","117.77","116.83","","0.46%"
"09/07/2018","116.92","116.99","117.10","116.34","","-0.01%"
"09/06/2018","116.93","117.38","117.87","116.89","","-0.65%"
"09/05/2018","117.70","118.64","118.69","117.54","","-1.08%"
"09/04/2018","118.99","120.12","120.27","118.62","","-0.69%"
"09/03/2018","119.82","119.60","119.90","119.55","","0.08%"
"08/31/2018","119.72","120.64","120.64","119.67","","-0.98%"
"08/30/2018","120.90","121.23","121.23","120.49","","-0.40%"
"08/29/2018","121.38","121.27","121.46","120.77","","0.26%"
"08/28/2018","121.07","121.42","121.49","121.04","","-0.01%"
"08/27/2018","121.08","120.57","121.17","120.57","","0.56%"
"08/24/2018","120.40","120.35","120.74","120.22","","0.09%"
"08/23/2018","120.29","120.55","120.91","120.25","","-0.22%"
"08/22/2018","120.55","120.22","120.84","120.22","","0.02%"
"08/21/2018","120.53","119.96","120.86","119.96","","0.27%"
"08/20/2018","120.21","119.69","120.46","119.69","","0.57%"
"08/17/2018","119.53","119.71","119.86","118.86","","-0.08%"
"08/16/2018","119.62","119.36","119.75","119.07","","0.52%"
"08/15/2018","119.00","121.02","121.11","118.68","","-1.48%"
"08/14/2018","120.79","121.38","121.57","120.52","","-0.06%"
"08/13/2018","120.86","120.98","121.12","120.49","","-0.27%"
"08/10/2018","121.19","122.14","122.14","120.90","","-1.24%"
"08/09/2018","122.71","122.37","122.76","122.15","","0.00%"
"08/08/2018","122.71","122.66","123.05","122.48","","-0.19%"
"08/07/2018","122.94","122.63","123.28","122.60","","0.48%"
"08/06/2018","122.35","122.69","122.82","122.01","","-0.13%"
"08/03/2018","122.51","121.96","122.65","121.83","","0.73%"
"08/02/2018","121.62","122.48","122.48","121.40","","-0.99%"
"08/01/2018","122.83","123.58","123.72","122.75","","-0.53%"
"07/31/2018","123.49","123.15","123.84","123.02","","0.24%"
"07/30/2018","123.20","123.03","123.45","123.03","","-0.31%"
"07/27/2018","123.58","123.07","123.62","123.03","","0.41%"
"07/26/2018","123.08","122.55","123.12","122.53","","0.71%"
"07/25/2018","122.21","122.74","122.81","122.03","","-0.37%"
"07/24/2018","122.66","121.89","123.02","121.79","","0.94%"
"07/23/2018","121.52","121.52","121.73","121.11","","-0.19%"
"07/20/2018","121.75","121.83","122.21","120.90","","-0.25%"
"07/19/2018","122.05","122.31","122.46","121.88","","-0.23%"
"07/18/2018","122.33","122.11","122.47","122.11","","0.46%"
"07/17/2018","121.77","121.41","121.90","121.02","","0.28%"
"07/16/2018","121.43","121.94","122.17","121.25","","-0.37%"
"07/13/2018","121.88","122.01","122.31","121.72","","0.21%"
"07/12/2018","121.63","121.05","121.67","120.69","","0.76%"
"07/11/2018","120.71","121.51","121.51","120.65","","-1.34%"
"07/10/2018","122.35","122.02","122.53","121.82","","0.47%"
"07/09/2018","121.78","121.59","121.94","121.43","","0.59%"
"07/06/2018","121.06","121.16","121.24","120.39","","0.22%"
"07/05/2018","120.80","120.19","121.42","120.19","","0.51%"
"07/04/2018","120.19","119.99","120.37","119.89","","0.02%"
"07/03/2018","120.16","119.61","120.57","119.37","","0.79%"
"07/02/2018","119.22","119.47","119.54","118.66","","-0.87%"
"06/29/2018","120.27","120.25","120.95","120.15","","0.71%"
"06/28/2018","119.42","119.83","120.47","118.83","","-0.80%"
"06/27/2018","120.38","119.47","120.94","118.61","","0.80%"
"06/26/2018","119.42","119.65","120.06","119.32","","0.06%"
"06/25/2018","119.35","121.44","121.44","119.31","","-2.04%"
"06/22/2018","121.84","120.80","121.95","120.80","","0.94%"
"06/21/2018","120.71","121.93","122.36","120.46","","-0.85%"
"06/20/2018","121.75","121.82","122.59","121.74","","0.16%"
"06/19/2018","121.55","122.00","122.00","120.80","","-0.74%"
"06/18/2018","122.46","123.18","123.32","122.03","","-0.75%"
"06/15/2018","123.39","124.71","125.02","123.39","","-1.07%"
"06/14/2018","124.73","122.66","125.04","122.31","","1.28%"
"06/13/2018","123.15","123.12","123.48","122.80","","0.17%"
"06/12/2018","122.94","123.48","123.71","122.92","","-0.20%"
"06/11/2018","123.19","122.86","123.30","122.65","","0.67%"
"06/08/2018","122.37","122.41","122.66","121.57","","-0.22%"
"06/07/2018","122.64","123.11","123.62","122.48","","-0.26%"
"06/06/2018","122.96","122.99","123.28","122.24","","0.03%"
"06/05/2018","122.92","123.11","123.84","122.81","","-0.25%"
"06/04/2018","123.23","123.46","123.66","123.08","","0.35%"
"06/01/2018","122.80","121.98","123.23","121.98","","0.94%"
"05/31/2018","121.66","122.26","122.75","121.33","","-0.60%"
"05/30/2018","122.39","121.83","122.39","121.49","","0.39%"
"05/29/2018","121.92","123.64","123.64","121.23","","-1.37%"
"05/28/2018","123.61","124.30","124.50","123.43","","-0.39%"
"05/25/2018","124.10","124.06","124.72","123.55","","0.07%"
"05/24/2018","124.01","124.83","125.25","123.74","","-0.63%"
"05/23/2018","124.80","126.26","126.26","124.42","","-1.19%"
"05/22/2018","126.30","125.99","126.58","125.94","","0.26%"
"05/21/2018","125.97","125.68","126.15","125.68","","0.33%"
"05/18/2018","125.55","125.92","125.99","125.24","","-0.33%"
"05/17/2018","125.97","125.16","126.01","125.06","","0.71%"
"05/16/2018","125.08","125.04","125.20","124.67","","0.14%"
"05/15/2018","124.90","124.91","125.23","124.53","","-0.01%"
"05/14/2018","124.91","124.87","124.93","124.43","","0.03%"
"05/11/2018","124.87","124.77","124.93","124.56","","0.13%"
"05/10/2018","124.71","124.73","124.93","124.17","","-0.10%"
"05/09/2018","124.83","123.99","124.83","123.99","","0.73%"
"05/08/2018","123.93","123.81","124.00","123.34","","0.10%"
"05/07/2018","123.81","123.16","123.81","123.13","","0.54%"
"05/04/2018","123.15","122.61","123.16","122.43","","0.67%"
"05/03/2018","122.33","123.21","123.21","122.14","","-0.78%"
"05/02/2018","123.29","122.45","123.50","122.45","","0.67%"
"05/01/2018","122.47","122.65","122.78","122.41","","-0.16%"
"04/30/2018","122.67","122.19","122.76","122.19","","0.16%"
"04/27/2018","122.47","122.16","122.50","121.98","","0.27%"
"04/26/2018","122.14","121.10","122.15","120.82","","0.86%"
"04/25/2018","121.10","121.99","121.99","120.45","","-0.75%"
"04/24/2018","122.02","121.94","122.36","121.50","","0.07%"
"04/23/2018","121.94","121.53","122.05","121.20","","0.35%"
"04/20/2018","121.52","121.14","121.82","121.08","","-0.02%"
