"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2017 02:00:00 - 01/01/2017 03:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 02:00:00 - 01/01/2017 03:00:00","BZN|DK1","BZN|NO2","1324.16"
"01/01/2017 02:00:00 - 01/01/2017 03:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 02:00:00 - 01/01/2017 03:00:00","BZN|DK1","BZN|SE3","166.00"
"01/01/2017 02:00:00 - 01/01/2017 03:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DE-AT-LU","BZN|DK1","718.14"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK1","BZN|DK2","577.06"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK1","BZN|NO2","1369.37"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|DK1","BZN|SE3","164.20"
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DE-AT-LU","BZN|DK1","803.80"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK1","BZN|DK2","390.67"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK1","BZN|NO2","1391.97"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|DK1","BZN|SE3","163.80"
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DE-AT-LU","BZN|DK1","807.57"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK1","BZN|DK2","29.24"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK1","BZN|NO2","1323.23"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|DK1","BZN|SE3","162.80"
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DE-AT-LU","BZN|DK1","751.60"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK1","BZN|NO2","1320.20"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|DK1","BZN|SE3","2.40"
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DE-AT-LU","BZN|DK1","959.11"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK1","BZN|NO2","1300.06"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|DK1","BZN|SE3","3.50"
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DE-AT-LU","BZN|DK1","1252.81"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK1","BZN|NO2","1297.67"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|DK1","BZN|SE3","183.50"
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DE-AT-LU","BZN|DK1","1342.28"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK1","BZN|NO2","1233.69"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|DK1","BZN|SE3","219.30"
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DE-AT-LU","BZN|DK1","1402.59"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK1","BZN|NO2","1265.50"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|DK1","BZN|SE3","76.20"
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DE-AT-LU","BZN|DK1","1386.59"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK2","BZN|DK1","22.45"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK1","BZN|NO2","1243.58"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|DK1","BZN|SE3","52.90"
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DE-AT-LU","BZN|DK1","946.13"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK2","BZN|DK1","386.06"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK1","BZN|NO2","1223.26"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DE-AT-LU","BZN|DK1","399.24"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK2","BZN|DK1","344.74"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK1","BZN|NO2","749.44"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|SE3","BZN|DK1","49.08"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DE-AT-LU","BZN|DK1","33.72"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK2","BZN|DK1","58.97"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK1","BZN|NO2","462.15"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|SE3","BZN|DK1","302.13"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DE-AT-LU","BZN|DK1","24.91"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK1","BZN|DK2","364.08"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|NO2","BZN|DK1","97.88"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|SE3","BZN|DK1","176.00"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DE-AT-LU","BZN|DK1","17.92"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK1","BZN|DK2","575.73"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|NO2","BZN|DK1","658.46"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|DK1","BZN|SE3","155.00"
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2017 17:00:00 - 01/01/2017 18:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2017 17:00:00 - 01/01/2017 18:00:00","BZN|DE-AT-LU","BZN|DK1","19.07"
