"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DE-LU","BZN|DK1","2425.20"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DK2","BZN|DK1","257.71"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|NL","BZN|DK1","619.34"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DK1","BZN|NO2","1611.83"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|DK1","BZN|SE3","684.34"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DE-LU","BZN|DK1","2426.08"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK1","BZN|DK2","92.21"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|NL","BZN|DK1","604.40"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK1","BZN|NO2","1611.77"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|DK1","BZN|SE3","476.52"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DE-LU","BZN|DK1","2409.84"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK1","BZN|DK2","78.46"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|NL","BZN|DK1","579.55"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK1","BZN|NO2","1611.75"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|DK1","BZN|SE3","417.11"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DE-LU","BZN|DK1","2399.20"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK1","BZN|DK2","77.15"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|NL","BZN|DK1","670.02"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK1","BZN|NO2","1611.50"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|DK1","BZN|SE3","339.38"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DE-LU","BZN|DK1","2284.08"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK1","BZN|DK2","86.38"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|NL","BZN|DK1","692.13"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK1","BZN|NO2","1611.65"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|DK1","BZN|SE3","169.56"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DE-LU","BZN|DK1","2300.64"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK1","BZN|DK2","249.72"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|NL","BZN|DK1","571.32"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK1","BZN|NO2","1611.58"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|DK1","BZN|SE3","118.71"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DE-LU","BZN|DK1","1919.60"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK1","BZN|DK2","105.01"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|NL","BZN|DK1","679.68"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK1","BZN|NO2","1612.05"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|DK1","BZN|SE3","375.95"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DE-LU","BZN|DK1","2230.16"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK1","BZN|DK2","353.51"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|NL","BZN|DK1","253.27"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK1","BZN|NO2","1612.06"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|DK1","BZN|SE3","500.58"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DE-LU","BZN|DK1","2414.72"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK1","BZN|DK2","554.18"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK1","BZN|NL","259.19"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK1","BZN|NO2","1612.37"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|DK1","BZN|SE3","292.69"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DE-LU","BZN|DK1","2464.88"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK1","BZN|DK2","428.30"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK1","BZN|NL","445.68"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK1","BZN|NO2","1612.76"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|DK1","BZN|SE3","163.83"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DE-LU","BZN|DK1","2199.44"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK1","BZN|DK2","408.32"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK1","BZN|NL","216.77"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK1","BZN|NO2","1613.07"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|DK1","BZN|SE3","405.28"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DE-LU","BZN|DK1","2260.64"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK1","BZN|DK2","440.07"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK1","BZN|NL","13.41"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK1","BZN|NO2","1612.77"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|DK1","BZN|SE3","490.71"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DE-LU","BZN|DK1","1546.40"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK1","BZN|DK2","506.19"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK1","BZN|NL","463.29"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK1","BZN|NO2","1612.59"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|DK1","BZN|SE3","330.15"
"01/01/2023 14:00:00 - 01/01/2023 15:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DE-LU","BZN|DK1","1307.36"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK1","BZN|DK2","109.03"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK1","BZN|NL","694.06"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK1","BZN|NO2","1612.73"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|DK1","BZN|SE3","427.79"
"01/01/2023 15:00:00 - 01/01/2023 16:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DE-LU","BZN|DK1","985.12"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK2","BZN|DK1","272.77"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK1","BZN|NL","699.91"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK1","BZN|NO2","1612.27"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|DK1","BZN|SE3","387.98"
"01/01/2023 16:00:00 - 01/01/2023 17:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2023 17:00:00 - 01/01/2023 18:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2023 17:00:00 - 01/01/2023 18:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
