"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2024 01:00:00 - 01/01/2024 02:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 01:00:00 - 01/01/2024 02:00:00","BZN|DK1","BZN|SE3","484.35"
"01/01/2024 01:00:00 - 01/01/2024 02:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DE-LU","BZN|DK1","2413.76"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK1","BZN|DK2","531.06"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK1","BZN|GB","399.11"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|GB","BZN|DK1","0.00"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|NL","BZN|DK1","598.52"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK1","BZN|NO2","1637.85"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|DK1","BZN|SE3","208.05"
"01/01/2024 02:00:00 - 01/01/2024 03:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DE-LU","BZN|DK1","2499.36"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK1","BZN|DK2","528.30"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK1","BZN|GB","30.50"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|GB","BZN|DK1","0.00"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|NL","BZN|DK1","649.06"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK1","BZN|NO2","1637.79"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|DK1","BZN|SE3","448.08"
"01/01/2024 03:00:00 - 01/01/2024 04:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DE-LU","BZN|DK1","2422.64"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK1","BZN|DK2","490.47"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK1","BZN|GB","0.00"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|GB","BZN|DK1","364.76"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|NL","BZN|DK1","291.76"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK1","BZN|NO2","1343.03"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|DK1","BZN|SE3","302.04"
"01/01/2024 04:00:00 - 01/01/2024 05:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DE-LU","BZN|DK1","1916.48"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK1","BZN|DK2","499.64"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK1","BZN|GB","0.00"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|GB","BZN|DK1","434.48"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|NL","BZN|DK1","694.54"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK1","BZN|NO2","1234.04"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|DK1","BZN|SE3","328.88"
"01/01/2024 05:00:00 - 01/01/2024 06:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DE-LU","BZN|DK1","2012.96"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK1","BZN|DK2","512.41"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK1","BZN|GB","0.00"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|GB","BZN|DK1","506.68"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|NL","BZN|DK1","623.28"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK1","BZN|NO2","1247.69"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|DK1","BZN|SE3","463.00"
"01/01/2024 06:00:00 - 01/01/2024 07:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DE-LU","BZN|DK1","2279.68"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK1","BZN|DK2","501.02"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK1","BZN|GB","0.00"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|GB","BZN|DK1","463.58"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|NL","BZN|DK1","463.33"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK1","BZN|NO2","1478.12"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|DK1","BZN|SE3","430.62"
"01/01/2024 07:00:00 - 01/01/2024 08:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DE-LU","BZN|DK1","2229.60"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK1","BZN|DK2","461.99"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK1","BZN|GB","0.00"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|GB","BZN|DK1","565.64"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|NL","BZN|DK1","697.42"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK1","BZN|NO2","1620.28"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|DK1","BZN|SE3","557.50"
"01/01/2024 08:00:00 - 01/01/2024 09:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DE-LU","BZN|DK1","2496.56"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK1","BZN|DK2","541.10"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK1","BZN|GB","0.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|GB","BZN|DK1","151.20"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|NL","BZN|DK1","697.53"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK1","BZN|NO2","1638.63"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|DK1","BZN|SE3","689.29"
"01/01/2024 09:00:00 - 01/01/2024 10:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DE-LU","BZN|DK1","2387.92"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK1","BZN|DK2","151.02"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK1","BZN|GB","490.51"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|GB","BZN|DK1","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|NL","BZN|DK1","697.53"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK1","BZN|NO2","1639.38"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|DK1","BZN|SE3","514.26"
"01/01/2024 10:00:00 - 01/01/2024 11:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DE-LU","BZN|DK1","2503.84"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK2","BZN|DK1","121.50"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK1","BZN|GB","792.16"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|GB","BZN|DK1","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|NL","BZN|DK1","697.53"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK1","BZN|NO2","1635.12"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|DK1","BZN|SE3","533.24"
"01/01/2024 11:00:00 - 01/01/2024 12:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DE-LU","BZN|DK1","2503.12"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK2","BZN|DK1","203.73"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK1","BZN|GB","799.94"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|GB","BZN|DK1","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|NL","BZN|DK1","697.49"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK1","BZN|NO2","1579.05"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|DK1","BZN|SE3","552.16"
"01/01/2024 12:00:00 - 01/01/2024 13:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DE-LU","BZN|DK1","2488.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK2","BZN|DK1","521.08"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK1","BZN|GB","799.94"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|GB","BZN|DK1","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|NL","BZN|DK1","697.58"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK1","BZN|NO2","1634.28"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|DK1","BZN|SE3","662.23"
"01/01/2024 13:00:00 - 01/01/2024 14:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DE-LU","BZN|DK1","2454.40"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK2","BZN|DK1","541.97"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK1","BZN|GB","799.94"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|GB","BZN|DK1","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|NL","BZN|DK1","697.53"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK1","BZN|NO2","1638.37"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|DK1","BZN|SE3","611.87"
"01/01/2024 14:00:00 - 01/01/2024 15:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DE-LU","BZN|DK1","2375.36"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK2","BZN|DK1","319.22"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK1","BZN|GB","799.94"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|GB","BZN|DK1","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|NL","BZN|DK1","672.50"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK1","BZN|NO2","1603.19"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|DK1","BZN|SE3","578.47"
"01/01/2024 15:00:00 - 01/01/2024 16:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DE-LU","BZN|DK1","2399.28"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK2","BZN|DK1","130.06"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK1","BZN|GB","799.94"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|GB","BZN|DK1","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|NL","BZN|DK1","90.72"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK1","BZN|NO2","1316.92"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|DK1","BZN|SE3","491.81"
"01/01/2024 16:00:00 - 01/01/2024 17:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2024 17:00:00 - 01/01/2024 18:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
