"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|NL","BZN|DK1","0.59"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|NO2","BZN|DK1","1631.82"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|SE3","BZN|DK1","615.02"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK1","BZN|DE-LU","1720.78"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK2","BZN|DK1","191.88"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|NO2","BZN|DK1","1631.68"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|SE3","BZN|DK1","615.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK1","BZN|DE-LU","1710.05"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK2","BZN|DK1","161.86"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|NO2","BZN|DK1","1631.68"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|SE3","BZN|DK1","615.20"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK1","BZN|DE-LU","1669.56"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK2","BZN|DK1","57.57"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|NL","BZN|DK1","0.42"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|NO2","BZN|DK1","1631.70"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|SE3","BZN|DK1","615.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK1","BZN|DE-LU","1747.78"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK2","BZN|DK1","120.69"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|NO2","BZN|DK1","1631.70"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|SE3","BZN|DK1","615.31"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK1","BZN|DE-LU","1738.64"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK2","BZN|DK1","144.05"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|NL","BZN|DK1","0.10"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|NO2","BZN|DK1","1631.70"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|SE3","BZN|DK1","615.77"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK1","BZN|DE-LU","1685.45"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK2","BZN|DK1","45.45"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|NL","BZN|DK1","0.17"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|NO2","BZN|DK1","1631.74"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|SE3","BZN|DK1","616.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK1","BZN|DE-LU","1707.85"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK2","BZN|DK1","68.67"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|NL","BZN|DK1","0.17"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|NO2","BZN|DK1","1631.72"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|SE3","BZN|DK1","616.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK1","BZN|DE-LU","1899.99"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK2","BZN|DK1","142.42"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|NL","BZN|DK1","0.06"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|NO2","BZN|DK1","1631.70"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|SE3","BZN|DK1","615.97"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK1","BZN|DE-LU","1838.31"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK2","BZN|DK1","31.84"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|NL","BZN|DK1","0.14"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|NO2","BZN|DK1","1631.66"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|SE3","BZN|DK1","615.82"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK1","BZN|DE-LU","1728.74"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK2","BZN|DK1","46.49"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|NO2","BZN|DK1","1631.70"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|SE3","BZN|DK1","615.75"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK1","BZN|DE-LU","1817.38"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK2","BZN|DK1","19.68"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|NL","BZN|DK1","0.09"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|NO2","BZN|DK1","1631.60"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|SE3","BZN|DK1","615.98"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK1","BZN|DE-LU","1785.34"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK2","BZN|DK1","5.45"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|NL","BZN|DK1","0.08"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|NO2","BZN|DK1","1631.60"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|SE3","BZN|DK1","615.92"
"01/01/2021 17:00:00 - 01/01/2021 18:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
