"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK2","BZN|DK1","157.98"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK1","BZN|NL","629.62"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK1","BZN|NO2","739.95"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|SE3","BZN|DK1","710.85"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","BZN|DE-LU","1229.75"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","BZN|DK2","70.60"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","BZN|NL","96.29"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","BZN|NO2","1186.76"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|SE3","BZN|DK1","713.21"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","BZN|DE-LU","549.08"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","BZN|DK2","83.87"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","BZN|NL","661.08"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","BZN|NO2","1364.64"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|SE3","BZN|DK1","699.07"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","BZN|DE-LU","735.42"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK2","BZN|DK1","119.72"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","BZN|NL","679.16"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","BZN|NO2","1296.74"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|SE3","BZN|DK1","713.02"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","BZN|DE-LU","1341.09"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK2","BZN|DK1","334.14"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","BZN|NL","679.16"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","BZN|NO2","985.34"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|SE3","BZN|DK1","714.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","BZN|DE-LU","1273.94"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK2","BZN|DK1","202.74"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","BZN|NL","678.96"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","BZN|NO2","1077.54"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|SE3","BZN|DK1","714.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","BZN|DE-LU","1039.22"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK2","BZN|DK1","194.80"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","BZN|NL","670.24"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","BZN|NO2","1363.66"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|SE3","BZN|DK1","714.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","BZN|DE-LU","1262.67"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK2","BZN|DK1","384.67"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","BZN|NL","679.09"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","BZN|NO2","1373.99"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|SE3","BZN|DK1","685.31"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","BZN|DE-LU","1321.45"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK2","BZN|DK1","437.42"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","BZN|NL","679.32"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","BZN|NO2","1358.08"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|SE3","BZN|DK1","617.05"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","BZN|DE-LU","1267.95"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK2","BZN|DK1","408.76"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","BZN|NL","679.16"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","BZN|NO2","1356.19"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|SE3","BZN|DK1","639.51"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","BZN|DE-LU","1345.32"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK2","BZN|DK1","343.73"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","BZN|NL","679.16"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","BZN|NO2","1141.37"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|SE3","BZN|DK1","707.00"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","BZN|DE-LU","1338.56"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK2","BZN|DK1","306.10"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","BZN|NL","679.16"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","BZN|NO2","1071.64"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|SE3","BZN|DK1","713.79"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","BZN|DE-LU","1373.43"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK2","BZN|DK1","51.82"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","BZN|NL","679.16"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","BZN|NO2","579.73"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|SE3","BZN|DK1","714.00"
"01/01/2020 17:00:00 - 01/01/2020 18:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2020 17:00:00 - 01/01/2020 18:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
