"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2016 01:00:00 - 01/01/2016 02:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 01:00:00 - 01/01/2016 02:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 01:00:00 - 01/01/2016 02:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 01:00:00 - 01/01/2016 02:00:00","BZN|NO2","BZN|DK1","719.64"
"01/01/2016 01:00:00 - 01/01/2016 02:00:00","BZN|DK1","BZN|SE3","484.90"
"01/01/2016 01:00:00 - 01/01/2016 02:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DE-AT-LU","BZN|DK1","13.45"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK1","BZN|DK2","590.15"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|NO2","BZN|DK1","683.41"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|DK1","BZN|SE3","474.00"
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DE-AT-LU","BZN|DK1","1.79"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK1","BZN|DK2","556.45"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|NO2","BZN|DK1","645.04"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|DK1","BZN|SE3","479.10"
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DE-AT-LU","BZN|DK1","17.00"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK1","BZN|DK2","542.88"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|NO2","BZN|DK1","587.74"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|DK1","BZN|SE3","472.00"
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DE-AT-LU","BZN|DK1","2.30"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK1","BZN|DK2","576.30"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|NO2","BZN|DK1","686.71"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|DK1","BZN|SE3","453.60"
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK1","BZN|DE-AT-LU","2.95"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DE-AT-LU","BZN|DK1","0.00"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK1","BZN|DK2","586.45"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|NO2","BZN|DK1","567.58"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|DK1","BZN|SE3","195.60"
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|SE3","BZN|DK1","0.00"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DE-AT-LU","BZN|DK1","18.96"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK1","BZN|DK2","461.29"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|NO2","BZN|DK1","431.44"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|SE3","BZN|DK1","16.10"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DE-AT-LU","BZN|DK1","44.55"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK1","BZN|DK2","585.18"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|NO2","BZN|DK1","507.37"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|SE3","BZN|DK1","222.60"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DE-AT-LU","BZN|DK1","61.92"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK1","BZN|DK2","572.01"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|NO2","BZN|DK1","719.71"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|SE3","BZN|DK1","257.87"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DE-AT-LU","BZN|DK1","15.85"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK1","BZN|DK2","476.26"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|NO2","BZN|DK1","949.39"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|SE3","BZN|DK1","402.96"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK1","BZN|DE-AT-LU","0.00"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DE-AT-LU","BZN|DK1","3.05"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK1","BZN|DK2","464.86"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|NO2","BZN|DK1","1089.68"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|SE3","BZN|DK1","491.60"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK1","BZN|DE-AT-LU","216.34"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DE-AT-LU","BZN|DK1","0.00"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK1","BZN|DK2","449.26"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|NO2","BZN|DK1","1392.21"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|SE3","BZN|DK1","449.64"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK1","BZN|DE-AT-LU","244.44"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DE-AT-LU","BZN|DK1","0.00"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK1","BZN|DK2","473.75"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|NO2","BZN|DK1","1311.86"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|SE3","BZN|DK1","576.88"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK1","BZN|DE-AT-LU","256.59"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DE-AT-LU","BZN|DK1","0.00"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK1","BZN|DK2","400.02"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|NO2","BZN|DK1","1515.80"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|SE3","BZN|DK1","232.84"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK1","BZN|DE-AT-LU","635.85"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DE-AT-LU","BZN|DK1","0.00"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK1","BZN|DK2","127.23"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|NO2","BZN|DK1","1532.02"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|SE3","BZN|DK1","264.72"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK1","BZN|DE-AT-LU","650.03"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DE-AT-LU","BZN|DK1","0.00"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK1","BZN|DE-LU","n/e"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DE-LU","BZN|DK1","n/e"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK1","BZN|DK2","218.06"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK1","BZN|NL","n/e"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|NL","BZN|DK1","n/e"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK1","BZN|NO2","0.00"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|NO2","BZN|DK1","1531.53"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|SE3","BZN|DK1","489.03"
"01/01/2016 17:00:00 - 01/01/2016 18:00:00","BZN|DK1","BZN|DE-AT-LU","937.67"
"01/01/2016 17:00:00 - 01/01/2016 18:00:00","BZN|DE-AT-LU","BZN|DK1","0.00"
