"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|DK2","BZN|DK1","362.78"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|DK1","BZN|NL","581.58"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|DK1","BZN|NO2","1091.43"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|SE3","BZN|DK1","400.05"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DE-LU","BZN|DK1","557.44"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK2","BZN|DK1","298.34"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK1","BZN|NL","551.75"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK1","BZN|NO2","1091.10"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|SE3","BZN|DK1","392.61"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DE-LU","BZN|DK1","456.16"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK2","BZN|DK1","277.23"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK1","BZN|NL","236.95"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|NL","BZN|DK1","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK1","BZN|NO2","1091.06"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|SE3","BZN|DK1","293.28"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DE-LU","BZN|DK1","113.76"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK2","BZN|DK1","200.65"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|NL","BZN|DK1","359.60"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK1","BZN|NO2","1091.44"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|SE3","BZN|DK1","302.46"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DE-LU","BZN|DK1","129.76"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK2","BZN|DK1","385.59"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|NL","BZN|DK1","388.95"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK1","BZN|NO2","1091.52"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|SE3","BZN|DK1","164.79"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DE-LU","BZN|DK1","478.96"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK2","BZN|DK1","252.21"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|NL","BZN|DK1","459.15"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK1","BZN|NO2","1091.50"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|SE3","BZN|DK1","110.92"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DE-LU","BZN|DK1","410.48"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK2","BZN|DK1","177.38"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|NL","BZN|DK1","660.67"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK1","BZN|NO2","1091.46"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|SE3","BZN|DK1","219.25"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DE-LU","BZN|DK1","641.28"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK2","BZN|DK1","220.94"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|NL","BZN|DK1","698.02"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK1","BZN|NO2","1091.36"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|SE3","BZN|DK1","229.11"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DE-LU","BZN|DK1","648.00"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK2","BZN|DK1","505.22"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|NL","BZN|DK1","696.01"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK1","BZN|NO2","1091.35"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|SE3","BZN|DK1","243.64"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DE-LU","BZN|DK1","640.80"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK2","BZN|DK1","589.23"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|NL","BZN|DK1","650.91"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK1","BZN|NO2","1091.13"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|SE3","BZN|DK1","247.89"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DE-LU","BZN|DK1","773.44"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK2","BZN|DK1","536.09"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|NL","BZN|DK1","694.61"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK1","BZN|NO2","1091.25"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|SE3","BZN|DK1","248.00"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DE-LU","BZN|DK1","388.08"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK2","BZN|DK1","510.79"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|NL","BZN|DK1","697.88"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK1","BZN|NO2","1090.88"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|SE3","BZN|DK1","248.00"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DE-LU","BZN|DK1","240.24"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK2","BZN|DK1","557.49"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|NL","BZN|DK1","695.77"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK1","BZN|NO2","1091.07"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|SE3","BZN|DK1","242.64"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK1","BZN|DE-LU","0.00"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DE-LU","BZN|DK1","146.24"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK1","BZN|DK2","0.00"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK2","BZN|DK1","405.41"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|NL","BZN|DK1","640.89"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK1","BZN|NO2","1090.81"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|SE3","BZN|DK1","172.82"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK1","BZN|DE-LU","65.12"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK1","BZN|DK2","64.93"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|NL","BZN|DK1","697.11"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK1","BZN|NO2","1090.47"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|SE3","BZN|DK1","243.98"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK1","BZN|DE-LU","642.72"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DE-LU","BZN|DK1","0.00"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK1","BZN|DK1A","n/e"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK1A","BZN|DK1","n/e"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK1","BZN|DK2","111.05"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK2","BZN|DK1","0.00"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK1","BZN|GB","n/e"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|GB","BZN|DK1","n/e"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK1","BZN|NL","0.00"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|NL","BZN|DK1","697.35"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK1","BZN|NO2","1086.41"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|NO2","BZN|DK1","0.00"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|DK1","BZN|SE3","0.00"
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|SE3","BZN|DK1","226.89"
"01/01/2022 17:00:00 - 01/01/2022 18:00:00","BZN|DK1","BZN|DE-AT-LU","n/e"
"01/01/2022 17:00:00 - 01/01/2022 18:00:00","BZN|DE-AT-LU","BZN|DK1","n/e"
