"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","BZN|DK1","0.01","N/A","0.01","0.41"
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","BZN|DK1","0.03","N/A","0.03","0.40"
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","BZN|DK1","0.04","N/A","0.04","0.39"
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","BZN|DK1","0.13","0.12","0.12","0.42"
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","BZN|DK1","4.59","4.93","5.55","5.19"
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","BZN|DK1","18.86","18.87","22.83","23.99"
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","BZN|DK1","30.06","31.93","38.10","35.27"
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","BZN|DK1","33.78","39.93","40.85","40.37"
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","BZN|DK1","30.67","40.26","35.75","39.03"
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","BZN|DK1","20.73","29.42","25.05","34.82"
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","BZN|DK1","5.76","8.31","10.52","16.10"
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","BZN|DK1","0.07","0.07","1.58","0.41"
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","BZN|DK1","0.04","0.04","0.09","0.39"
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","BZN|DK1","0.03","0.03","0.09","0.39"
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","BZN|DK1","0.01","0.01","0.07","0.39"
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","BZN|DK1","0.00","0.00","0.05","0.39"
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","BZN|DK1","0.00","0.00","0.04","0.40"
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","BZN|DK1","0.00","0.00","0.03","0.40"
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","BZN|DK1","0.00","0.00","0.02","0.40"
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","BZN|DK1","0.00","N/A","0.01","0.41"
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","BZN|DK1","0.00","N/A","0.00","0.41"
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","BZN|DK1","0.00","N/A","0.00","0.39"
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","BZN|DK1","0.01","N/A","0.01","0.39"
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","BZN|DK1","0.03","N/A","0.03","0.39"
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","BZN|DK1","0.04","N/A","0.04","0.40"
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","BZN|DK1","0.61","0.53","0.53","0.40"
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","BZN|DK1","16.46","15.12","12.99","9.58"
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","BZN|DK1","47.05","45.79","36.69","46.08"
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","BZN|DK1","66.76","65.60","64.08","68.09"
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","BZN|DK1","70.45","65.75","69.83","83.32"
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","BZN|DK1","69.23","58.61","74.88","95.12"
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","BZN|DK1","51.86","39.59","63.41","68.97"
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","BZN|DK1","14.76","9.97","17.10","29.55"
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","BZN|DK1","0.09","0.07","3.23","1.20"
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","BZN|DK1","0.04","0.04","0.08","0.41"
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","BZN|DK1","0.03","0.03","0.09","0.40"
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","BZN|DK1","0.01","0.01","0.06","0.40"
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","BZN|DK1","0.00","0.00","0.04","0.40"
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","BZN|DK1","0.00","0.00","0.04","0.40"
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","BZN|DK1","0.00","0.00","0.03","0.40"
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","BZN|DK1","0.00","0.00","0.02","0.39"
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","BZN|DK1","0.00","N/A","0.01","0.39"
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","BZN|DK1","0.00","N/A","0.00","0.41"
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","BZN|DK1","0.01","N/A","0.01","0.40"
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","BZN|DK1","0.03","N/A","0.03","0.40"
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","BZN|DK1","0.04","N/A","0.04","0.41"
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","BZN|DK1","0.16","0.26","0.26","0.39"
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","BZN|DK1","6.74","11.07","11.18","10.87"
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","BZN|DK1","29.25","44.06","43.98","79.75"
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","BZN|DK1","61.94","79.62","148.14","173.76"
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","BZN|DK1","80.85","94.25","189.08","188.74"
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","BZN|DK1","77.25","82.91","148.91","128.17"
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","BZN|DK1","53.38","53.47","72.97","68.19"
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","BZN|DK1","14.65","12.95","14.51","17.60"
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","BZN|DK1","0.08","0.07","1.46","0.52"
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","BZN|DK1","0.04","0.04","0.09","0.40"
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","BZN|DK1","0.03","0.03","0.09","0.40"
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","BZN|DK1","0.01","0.01","0.07","0.41"
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","BZN|DK1","0.00","0.00","0.05","0.41"
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","BZN|DK1","0.00","0.00","0.04","0.41"
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","BZN|DK1","0.00","0.00","0.03","0.40"
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","BZN|DK1","0.00","0.00","0.02","0.40"
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","BZN|DK1","0.00","N/A","0.01","0.40"
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","BZN|DK1","0.00","N/A","0.00","0.39"
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","BZN|DK1","0.00","N/A","0.00","0.39"
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","BZN|DK1","0.00","N/A","0.00","0.40"
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","BZN|DK1","0.01","N/A","0.01","0.40"
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","BZN|DK1","0.03","N/A","0.03","0.40"
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","BZN|DK1","0.04","N/A","0.04","0.40"
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","BZN|DK1","0.78","0.76","0.76","1.20"
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","BZN|DK1","27.23","26.98","25.22","44.79"
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","BZN|DK1","85.88","84.72","117.13","156.79"
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","BZN|DK1","124.33","126.27","216.96","214.26"
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","BZN|DK1","128.08","130.17","204.91","182.09"
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","BZN|DK1","108.94","113.36","142.57","151.18"
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","BZN|DK1","65.13","71.31","90.46","64.83"
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","BZN|DK1","16.11","17.20","17.39","24.17"
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","BZN|DK1","0.22","0.21","2.12","5.46"
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","BZN|DK1","0.04","0.04","1.26","3.15"
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","BZN|DK1","0.03","0.03","1.10","5.31"
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","BZN|DK1","0.01","0.01","0.94","0.69"
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","BZN|DK1","0.00","0.00","0.06","0.43"
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","BZN|DK1","0.00","0.00","0.05","0.42"
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","BZN|DK1","0.00","0.00","0.04","0.41"
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","BZN|DK1","0.00","0.00","0.02","0.41"
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","BZN|DK1","0.00","N/A","0.01","0.42"
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","BZN|DK1","0.00","N/A","0.00","0.41"
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","BZN|DK1","0.00","N/A","0.00","0.42"
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","BZN|DK1","0.00","N/A","0.00","0.41"
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","BZN|DK1","0.00","N/A","0.00","0.41"
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","BZN|DK1","0.01","N/A","0.01","0.41"
"11/01/2023 06:00:00 - 11/01/2023 07:00:00","BZN|DK1","0.03","N/A","0.03","0.41"
"11/01/2023 07:00:00 - 11/01/2023 08:00:00","BZN|DK1","0.04","N/A","0.04","0.42"
"11/01/2023 08:00:00 - 11/01/2023 09:00:00","BZN|DK1","0.49","0.50","0.50","4.93"
"11/01/2023 09:00:00 - 11/01/2023 10:00:00","BZN|DK1","17.86","18.75","27.60","15.03"
"11/01/2023 10:00:00 - 11/01/2023 11:00:00","BZN|DK1","59.48","62.20","49.71","78.36"
"11/01/2023 11:00:00 - 11/01/2023 12:00:00","BZN|DK1","88.95","105.51","129.26","179.60"
"11/01/2023 12:00:00 - 11/01/2023 13:00:00","BZN|DK1","98.53","125.54","201.53","207.14"
"11/01/2023 13:00:00 - 11/01/2023 14:00:00","BZN|DK1","94.32","113.81","167.65","174.73"
"11/01/2023 14:00:00 - 11/01/2023 15:00:00","BZN|DK1","63.07","67.68","102.25","125.64"
"11/01/2023 15:00:00 - 11/01/2023 16:00:00","BZN|DK1","18.19","16.14","29.25","41.14"
"11/01/2023 16:00:00 - 11/01/2023 17:00:00","BZN|DK1","0.24","0.15","4.50","2.30"
