"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|DK1","517.17","n/e"," ","554.28"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|DK1","621.46","n/e"," ","657.25"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|DK1","707.50","n/e"," ","749.12"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|DK1","783.14","n/e"," ","829.06"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK1","856.53","n/e"," ","898.73"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","858.13","n/e"," ","887.99"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","820.71","n/e"," ","865.16"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","827.80","n/e"," ","885.42"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","926.91","n/e"," ","992.27"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","972.33","n/e"," ","1019.89"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","995.88","n/e"," ","996.99"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","1007.88","n/e"," ","1000.95"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","1012.54","n/e"," ","1018.75"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","1001.42","n/e"," ","998.64"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","965.46","n/e"," ","1003.65"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","931.63","n/e"," ","946.23"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","918.96","n/e"," ","937.74"
"01/01/2020 17:00:00 - 01/01/2020 18:00:00","BZN|DK1","925.83","n/e"," ","919.52"
"01/01/2020 18:00:00 - 01/01/2020 19:00:00","BZN|DK1","937.29","n/e"," ","837.17"
"01/01/2020 19:00:00 - 01/01/2020 20:00:00","BZN|DK1","944.75","n/e"," ","889.60"
"01/01/2020 20:00:00 - 01/01/2020 21:00:00","BZN|DK1","935.17","n/e"," ","967.99"
"01/01/2020 21:00:00 - 01/01/2020 22:00:00","BZN|DK1","918.33","n/e"," ","912.71"
"01/01/2020 22:00:00 - 01/01/2020 23:00:00","BZN|DK1","907.38","n/e"," ","1001.57"
"01/01/2020 23:00:00 - 02/01/2020 00:00:00","BZN|DK1","930.00","n/e"," ","926.17"
