"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"02/01/2020 02:00:00 - 02/01/2020 03:00:00","BZN|DK1","1901.90","n/e"," ","1939.31"
"02/01/2020 03:00:00 - 02/01/2020 04:00:00","BZN|DK1","1984.10","n/e"," ","2038.94"
"02/01/2020 04:00:00 - 02/01/2020 05:00:00","BZN|DK1","2096.80","n/e"," ","2141.95"
"02/01/2020 05:00:00 - 02/01/2020 06:00:00","BZN|DK1","2196.20","n/e"," ","2222.77"
"02/01/2020 06:00:00 - 02/01/2020 07:00:00","BZN|DK1","2374.50","n/e"," ","2383.57"
"02/01/2020 07:00:00 - 02/01/2020 08:00:00","BZN|DK1","2425.50","n/e"," ","2495.48"
"02/01/2020 08:00:00 - 02/01/2020 09:00:00","BZN|DK1","2432.40","n/e"," ","2547.22"
"02/01/2020 09:00:00 - 02/01/2020 10:00:00","BZN|DK1","2467.00","n/e"," ","2601.05"
"02/01/2020 10:00:00 - 02/01/2020 11:00:00","BZN|DK1","2411.50","n/e"," ","2631.18"
"02/01/2020 11:00:00 - 02/01/2020 12:00:00","BZN|DK1","2394.00","n/e"," ","2602.53"
"02/01/2020 12:00:00 - 02/01/2020 13:00:00","BZN|DK1","2351.00","n/e"," ","2532.30"
"02/01/2020 13:00:00 - 02/01/2020 14:00:00","BZN|DK1","2325.70","n/e"," ","2524.70"
"02/01/2020 14:00:00 - 02/01/2020 15:00:00","BZN|DK1","2272.50","n/e"," ","2523.19"
"02/01/2020 15:00:00 - 02/01/2020 16:00:00","BZN|DK1","2358.10","n/e"," ","2610.08"
"02/01/2020 16:00:00 - 02/01/2020 17:00:00","BZN|DK1","2428.90","n/e"," ","2757.75"
"02/01/2020 17:00:00 - 02/01/2020 18:00:00","BZN|DK1","2497.80","n/e"," ","2868.04"
"02/01/2020 18:00:00 - 02/01/2020 19:00:00","BZN|DK1","2524.40","n/e"," ","2974.05"
"02/01/2020 19:00:00 - 02/01/2020 20:00:00","BZN|DK1","2496.00","n/e"," ","3007.41"
"02/01/2020 20:00:00 - 02/01/2020 21:00:00","BZN|DK1","2574.50","n/e"," ","3071.49"
"02/01/2020 21:00:00 - 02/01/2020 22:00:00","BZN|DK1","2698.50","n/e"," ","2677.81"
"02/01/2020 22:00:00 - 02/01/2020 23:00:00","BZN|DK1","2777.30","n/e"," ","2547.05"
"02/01/2020 23:00:00 - 03/01/2020 00:00:00","BZN|DK1","2807.90","n/e"," ","2517.77"
"03/01/2020 00:00:00 - 03/01/2020 01:00:00","BZN|DK1","2460.20","n/e"," ","2453.87"
"03/01/2020 01:00:00 - 03/01/2020 02:00:00","BZN|DK1","2460.90","n/e"," ","2499.08"
"03/01/2020 02:00:00 - 03/01/2020 03:00:00","BZN|DK1","2446.70","n/e"," ","2435.02"
"03/01/2020 03:00:00 - 03/01/2020 04:00:00","BZN|DK1","2320.80","n/e"," ","2331.63"
"03/01/2020 04:00:00 - 03/01/2020 05:00:00","BZN|DK1","2292.10","n/e"," ","2297.46"
"03/01/2020 05:00:00 - 03/01/2020 06:00:00","BZN|DK1","2243.30","n/e"," ","2228.83"
"03/01/2020 06:00:00 - 03/01/2020 07:00:00","BZN|DK1","2123.80","n/e"," ","2079.06"
"03/01/2020 07:00:00 - 03/01/2020 08:00:00","BZN|DK1","1943.90","n/e"," ","1936.74"
"03/01/2020 08:00:00 - 03/01/2020 09:00:00","BZN|DK1","1744.30","n/e"," ","1671.58"
"03/01/2020 09:00:00 - 03/01/2020 10:00:00","BZN|DK1","1974.30","n/e"," ","1273.25"
"03/01/2020 10:00:00 - 03/01/2020 11:00:00","BZN|DK1","1662.50","n/e"," ","1047.97"
"03/01/2020 11:00:00 - 03/01/2020 12:00:00","BZN|DK1","1586.10","n/e"," ","903.55"
"03/01/2020 12:00:00 - 03/01/2020 13:00:00","BZN|DK1","1551.50","n/e"," ","868.84"
"03/01/2020 13:00:00 - 03/01/2020 14:00:00","BZN|DK1","1520.30","n/e"," ","879.73"
"03/01/2020 14:00:00 - 03/01/2020 15:00:00","BZN|DK1","1483.00","n/e"," ","798.13"
"03/01/2020 15:00:00 - 03/01/2020 16:00:00","BZN|DK1","1516.90","n/e"," ","843.42"
"03/01/2020 16:00:00 - 03/01/2020 17:00:00","BZN|DK1","1674.60","n/e"," ","1231.27"
"03/01/2020 17:00:00 - 03/01/2020 18:00:00","BZN|DK1","1920.90","n/e"," ","1380.39"
"03/01/2020 18:00:00 - 03/01/2020 19:00:00","BZN|DK1","2115.60","n/e"," ","1700.77"
"03/01/2020 19:00:00 - 03/01/2020 20:00:00","BZN|DK1","2225.20","n/e"," ","2017.33"
"03/01/2020 20:00:00 - 03/01/2020 21:00:00","BZN|DK1","2336.20","n/e"," ","2061.92"
"03/01/2020 21:00:00 - 03/01/2020 22:00:00","BZN|DK1","2485.70","n/e"," ","2196.36"
"03/01/2020 22:00:00 - 03/01/2020 23:00:00","BZN|DK1","2605.20","n/e"," ","2284.87"
"03/01/2020 23:00:00 - 04/01/2020 00:00:00","BZN|DK1","2689.20","n/e"," ","2185.25"
"04/01/2020 00:00:00 - 04/01/2020 01:00:00","BZN|DK1","2185.20","n/e"," ","2204.92"
"04/01/2020 01:00:00 - 04/01/2020 02:00:00","BZN|DK1","2255.10","n/e"," ","2235.07"
"04/01/2020 02:00:00 - 04/01/2020 03:00:00","BZN|DK1","2233.40","n/e"," ","2211.48"
"04/01/2020 03:00:00 - 04/01/2020 04:00:00","BZN|DK1","2214.20","n/e"," ","2188.13"
"04/01/2020 04:00:00 - 04/01/2020 05:00:00","BZN|DK1","2107.90","n/e"," ","2084.56"
"04/01/2020 05:00:00 - 04/01/2020 06:00:00","BZN|DK1","2074.50","n/e"," ","1972.57"
"04/01/2020 06:00:00 - 04/01/2020 07:00:00","BZN|DK1","2082.20","n/e"," ","1996.36"
"04/01/2020 07:00:00 - 04/01/2020 08:00:00","BZN|DK1","2115.80","n/e"," ","2138.60"
"04/01/2020 08:00:00 - 04/01/2020 09:00:00","BZN|DK1","2639.90","n/e"," ","2552.18"
"04/01/2020 09:00:00 - 04/01/2020 10:00:00","BZN|DK1","2690.60","n/e"," ","2555.34"
"04/01/2020 10:00:00 - 04/01/2020 11:00:00","BZN|DK1","2639.90","n/e"," ","2708.16"
"04/01/2020 11:00:00 - 04/01/2020 12:00:00","BZN|DK1","2706.20","n/e"," ","2680.47"
"04/01/2020 12:00:00 - 04/01/2020 13:00:00","BZN|DK1","2752.20","n/e"," ","2614.38"
"04/01/2020 13:00:00 - 04/01/2020 14:00:00","BZN|DK1","2770.30","n/e"," ","2693.14"
"04/01/2020 14:00:00 - 04/01/2020 15:00:00","BZN|DK1","2706.50","n/e"," ","2726.34"
"04/01/2020 15:00:00 - 04/01/2020 16:00:00","BZN|DK1","2634.00","n/e"," ","2788.83"
"04/01/2020 16:00:00 - 04/01/2020 17:00:00","BZN|DK1","2440.50","n/e"," ","2437.41"
"04/01/2020 17:00:00 - 04/01/2020 18:00:00","BZN|DK1","2170.10","n/e"," ","2101.37"
"04/01/2020 18:00:00 - 04/01/2020 19:00:00","BZN|DK1","1858.10","n/e"," ","1774.18"
"04/01/2020 19:00:00 - 04/01/2020 20:00:00","BZN|DK1","1565.80","n/e"," ","1606.46"
"04/01/2020 20:00:00 - 04/01/2020 21:00:00","BZN|DK1","1324.20","n/e"," ","1226.39"
"04/01/2020 21:00:00 - 04/01/2020 22:00:00","BZN|DK1","1095.80","n/e"," ","974.48"
"04/01/2020 22:00:00 - 04/01/2020 23:00:00","BZN|DK1","849.30","n/e"," ","699.35"
"04/01/2020 23:00:00 - 05/01/2020 00:00:00","BZN|DK1","648.00","n/e"," ","496.23"
"05/01/2020 00:00:00 - 05/01/2020 01:00:00","BZN|DK1","357.00","n/e"," ","434.51"
"05/01/2020 01:00:00 - 05/01/2020 02:00:00","BZN|DK1","353.10","n/e"," ","375.86"
"05/01/2020 02:00:00 - 05/01/2020 03:00:00","BZN|DK1","292.20","n/e"," ","298.25"
"05/01/2020 03:00:00 - 05/01/2020 04:00:00","BZN|DK1","264.70","n/e"," ","322.65"
"05/01/2020 04:00:00 - 05/01/2020 05:00:00","BZN|DK1","399.90","n/e"," ","446.08"
"05/01/2020 05:00:00 - 05/01/2020 06:00:00","BZN|DK1","490.00","n/e"," ","527.46"
"05/01/2020 06:00:00 - 05/01/2020 07:00:00","BZN|DK1","578.90","n/e"," ","597.54"
"05/01/2020 07:00:00 - 05/01/2020 08:00:00","BZN|DK1","702.50","n/e"," ","717.68"
"05/01/2020 08:00:00 - 05/01/2020 09:00:00","BZN|DK1","842.10","n/e"," ","954.35"
"05/01/2020 09:00:00 - 05/01/2020 10:00:00","BZN|DK1","1026.50","n/e"," ","1075.04"
"05/01/2020 10:00:00 - 05/01/2020 11:00:00","BZN|DK1","1181.20","n/e"," ","1254.15"
"05/01/2020 11:00:00 - 05/01/2020 12:00:00","BZN|DK1","1404.60","n/e"," ","1430.52"
"05/01/2020 12:00:00 - 05/01/2020 13:00:00","BZN|DK1","1577.60","n/e"," ","1582.98"
"05/01/2020 13:00:00 - 05/01/2020 14:00:00","BZN|DK1","1656.40","n/e"," ","1755.58"
"05/01/2020 14:00:00 - 05/01/2020 15:00:00","BZN|DK1","1673.10","n/e"," ","1862.79"
"05/01/2020 15:00:00 - 05/01/2020 16:00:00","BZN|DK1","1704.70","n/e"," ","1833.76"
"05/01/2020 16:00:00 - 05/01/2020 17:00:00","BZN|DK1","1748.70","n/e"," ","1802.83"
"05/01/2020 17:00:00 - 05/01/2020 18:00:00","BZN|DK1","1770.80","n/e"," ","1781.89"
"05/01/2020 18:00:00 - 05/01/2020 19:00:00","BZN|DK1","1776.50","n/e"," ","1838.56"
"05/01/2020 19:00:00 - 05/01/2020 20:00:00","BZN|DK1","1764.40","n/e"," ","1893.63"
"05/01/2020 20:00:00 - 05/01/2020 21:00:00","BZN|DK1","1778.40","n/e"," ","1866.90"
"05/01/2020 21:00:00 - 05/01/2020 22:00:00","BZN|DK1","1817.00","n/e"," ","1949.41"
"05/01/2020 22:00:00 - 05/01/2020 23:00:00","BZN|DK1","1810.10","n/e"," ","1550.06"
"05/01/2020 23:00:00 - 06/01/2020 00:00:00","BZN|DK1","1766.70","n/e"," ","1522.93"
"06/01/2020 00:00:00 - 06/01/2020 01:00:00","BZN|DK1","1231.70","n/e"," ","1200.67"
"06/01/2020 01:00:00 - 06/01/2020 02:00:00","BZN|DK1","1254.40","n/e"," ","1268.41"
"06/01/2020 02:00:00 - 06/01/2020 03:00:00","BZN|DK1","1246.20","n/e"," ","1171.20"
"06/01/2020 03:00:00 - 06/01/2020 04:00:00","BZN|DK1","1213.30","n/e"," ","1113.52"
"06/01/2020 04:00:00 - 06/01/2020 05:00:00","BZN|DK1","1063.90","n/e"," ","1093.73"
"06/01/2020 05:00:00 - 06/01/2020 06:00:00","BZN|DK1","989.30","n/e"," ","1010.66"
"06/01/2020 06:00:00 - 06/01/2020 07:00:00","BZN|DK1","952.50","n/e"," ","947.58"
"06/01/2020 07:00:00 - 06/01/2020 08:00:00","BZN|DK1","979.00","n/e"," ","967.69"
"06/01/2020 08:00:00 - 06/01/2020 09:00:00","BZN|DK1","1027.90","n/e"," ","1074.86"
"06/01/2020 09:00:00 - 06/01/2020 10:00:00","BZN|DK1","1186.50","n/e"," ","1235.07"
"06/01/2020 10:00:00 - 06/01/2020 11:00:00","BZN|DK1","1259.50","n/e"," ","1281.08"
"06/01/2020 11:00:00 - 06/01/2020 12:00:00","BZN|DK1","1335.10","n/e"," ","1377.46"
"06/01/2020 12:00:00 - 06/01/2020 13:00:00","BZN|DK1","1422.30","n/e"," ","1413.10"
"06/01/2020 13:00:00 - 06/01/2020 14:00:00","BZN|DK1","1455.70","n/e"," ","1446.08"
"06/01/2020 14:00:00 - 06/01/2020 15:00:00","BZN|DK1","1504.70","n/e"," ","1519.96"
"06/01/2020 15:00:00 - 06/01/2020 16:00:00","BZN|DK1","1587.90","n/e"," ","1550.11"
"06/01/2020 16:00:00 - 06/01/2020 17:00:00","BZN|DK1","1682.90","n/e"," ","1548.20"
"06/01/2020 17:00:00 - 06/01/2020 18:00:00","BZN|DK1","1747.10","n/e"," ","1644.60"
"06/01/2020 18:00:00 - 06/01/2020 19:00:00","BZN|DK1","1810.50","n/e"," ","1725.22"
"06/01/2020 19:00:00 - 06/01/2020 20:00:00","BZN|DK1","1774.00","n/e"," ","1749.73"
"06/01/2020 20:00:00 - 06/01/2020 21:00:00","BZN|DK1","1784.90","n/e"," ","1842.53"
"06/01/2020 21:00:00 - 06/01/2020 22:00:00","BZN|DK1","1793.50","n/e"," ","1514.11"
"06/01/2020 22:00:00 - 06/01/2020 23:00:00","BZN|DK1","1711.20","n/e"," ","1577.73"
"06/01/2020 23:00:00 - 07/01/2020 00:00:00","BZN|DK1","1482.00","n/e"," ","1810.23"
"07/01/2020 00:00:00 - 07/01/2020 01:00:00","BZN|DK1","1579.20","n/e"," ","1595.92"
"07/01/2020 01:00:00 - 07/01/2020 02:00:00","BZN|DK1","1409.00","n/e"," ","1444.83"
"07/01/2020 02:00:00 - 07/01/2020 03:00:00","BZN|DK1","1336.50","n/e"," ","1378.17"
"07/01/2020 03:00:00 - 07/01/2020 04:00:00","BZN|DK1","1223.50","n/e"," ","1222.69"
"07/01/2020 04:00:00 - 07/01/2020 05:00:00","BZN|DK1","1046.90","n/e"," ","1004.21"
"07/01/2020 05:00:00 - 07/01/2020 06:00:00","BZN|DK1","897.60","n/e"," ","905.25"
"07/01/2020 06:00:00 - 07/01/2020 07:00:00","BZN|DK1","856.60","n/e"," ","842.33"
"07/01/2020 07:00:00 - 07/01/2020 08:00:00","BZN|DK1","926.50","n/e"," ","983.31"
"07/01/2020 08:00:00 - 07/01/2020 09:00:00","BZN|DK1","947.10","n/e"," ","925.52"
"07/01/2020 09:00:00 - 07/01/2020 10:00:00","BZN|DK1","859.00","n/e"," ","779.50"
"07/01/2020 10:00:00 - 07/01/2020 11:00:00","BZN|DK1","754.90","n/e"," ","736.03"
"07/01/2020 11:00:00 - 07/01/2020 12:00:00","BZN|DK1","699.70","n/e"," ","705.43"
"07/01/2020 12:00:00 - 07/01/2020 13:00:00","BZN|DK1","711.40","n/e"," ","823.50"
"07/01/2020 13:00:00 - 07/01/2020 14:00:00","BZN|DK1","851.10","n/e"," ","1193.06"
"07/01/2020 14:00:00 - 07/01/2020 15:00:00","BZN|DK1","1105.70","n/e"," ","1667.07"
"07/01/2020 15:00:00 - 07/01/2020 16:00:00","BZN|DK1","1426.40","n/e"," ","1939.03"
"07/01/2020 16:00:00 - 07/01/2020 17:00:00","BZN|DK1","1772.20","n/e"," ","2179.16"
"07/01/2020 17:00:00 - 07/01/2020 18:00:00","BZN|DK1","2130.30","n/e"," ","1855.76"
"07/01/2020 18:00:00 - 07/01/2020 19:00:00","BZN|DK1","2377.30","n/e"," ","2110.81"
"07/01/2020 19:00:00 - 07/01/2020 20:00:00","BZN|DK1","2470.40","n/e"," ","2671.51"
"07/01/2020 20:00:00 - 07/01/2020 21:00:00","BZN|DK1","2593.90","n/e"," ","2917.54"
"07/01/2020 21:00:00 - 07/01/2020 22:00:00","BZN|DK1","2713.30","n/e"," ","2849.08"
"07/01/2020 22:00:00 - 07/01/2020 23:00:00","BZN|DK1","2797.00","n/e"," ","2792.80"
"07/01/2020 23:00:00 - 08/01/2020 00:00:00","BZN|DK1","2854.00","n/e"," ","2844.76"
"08/01/2020 00:00:00 - 08/01/2020 01:00:00","BZN|DK1","2586.40","n/e"," ","2591.02"
"08/01/2020 01:00:00 - 08/01/2020 02:00:00","BZN|DK1","2756.20","n/e"," ","2780.77"
"08/01/2020 02:00:00 - 08/01/2020 03:00:00","BZN|DK1","2869.10","n/e"," ","2880.85"
"08/01/2020 03:00:00 - 08/01/2020 04:00:00","BZN|DK1","2772.40","n/e"," ","2791.20"
"08/01/2020 04:00:00 - 08/01/2020 05:00:00","BZN|DK1","2725.60","n/e"," ","2725.30"
"08/01/2020 05:00:00 - 08/01/2020 06:00:00","BZN|DK1","2482.20","n/e"," ","2467.85"
"08/01/2020 06:00:00 - 08/01/2020 07:00:00","BZN|DK1","2483.70","n/e"," ","2447.66"
"08/01/2020 07:00:00 - 08/01/2020 08:00:00","BZN|DK1","2398.60","n/e"," ","2394.74"
"08/01/2020 08:00:00 - 08/01/2020 09:00:00","BZN|DK1","2436.10","n/e"," ","2533.56"
"08/01/2020 09:00:00 - 08/01/2020 10:00:00","BZN|DK1","2376.30","n/e"," ","2003.00"
"08/01/2020 10:00:00 - 08/01/2020 11:00:00","BZN|DK1","2121.40","n/e"," ","1786.08"
"08/01/2020 11:00:00 - 08/01/2020 12:00:00","BZN|DK1","2047.80","n/e"," ","1837.68"
"08/01/2020 12:00:00 - 08/01/2020 13:00:00","BZN|DK1","2043.10","n/e"," ","1858.69"
"08/01/2020 13:00:00 - 08/01/2020 14:00:00","BZN|DK1","2012.70","n/e"," ","2157.78"
"08/01/2020 14:00:00 - 08/01/2020 15:00:00","BZN|DK1","1908.00","n/e"," ","2040.42"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|DK1","1783.50","n/e"," ","1885.95"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|DK1","1647.70","n/e"," ","1659.32"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|DK1","1569.80","n/e"," ","1610.08"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|DK1","1481.20","n/e"," ","1610.31"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|DK1","1382.70","n/e"," ","1577.33"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|DK1","1308.80","n/e"," ","1507.86"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|DK1","1256.90","n/e"," ","1506.56"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|DK1","1175.40","n/e"," ","1355.35"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|DK1","1076.60","n/e"," ","1148.77"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|DK1","1026.10","n/e"," ","1017.83"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|DK1","794.70","n/e"," ","808.68"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|DK1","634.20","n/e"," ","629.87"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|DK1","487.10","n/e"," ","487.98"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|DK1","429.50","n/e"," ","424.62"
"09/01/2020 05:00:00 - 09/01/2020 06:00:00","BZN|DK1","417.80","n/e"," ","407.22"
"09/01/2020 06:00:00 - 09/01/2020 07:00:00","BZN|DK1","331.80","n/e"," ","320.53"
"09/01/2020 07:00:00 - 09/01/2020 08:00:00","BZN|DK1","338.80","n/e"," ","349.35"
"09/01/2020 08:00:00 - 09/01/2020 09:00:00","BZN|DK1","416.70","n/e"," ","431.81"
"09/01/2020 09:00:00 - 09/01/2020 10:00:00","BZN|DK1","505.20","n/e"," ","483.66"
"09/01/2020 10:00:00 - 09/01/2020 11:00:00","BZN|DK1","611.60","n/e"," ","630.68"
"09/01/2020 11:00:00 - 09/01/2020 12:00:00","BZN|DK1","857.00","n/e"," ","962.49"
"09/01/2020 12:00:00 - 09/01/2020 13:00:00","BZN|DK1","1177.10","n/e"," ","1375.32"
"09/01/2020 13:00:00 - 09/01/2020 14:00:00","BZN|DK1","1418.70","n/e"," ","1609.21"
"09/01/2020 14:00:00 - 09/01/2020 15:00:00","BZN|DK1","1597.30","n/e"," ","1789.45"
"09/01/2020 15:00:00 - 09/01/2020 16:00:00","BZN|DK1","1753.80","n/e"," ","2002.39"
"09/01/2020 16:00:00 - 09/01/2020 17:00:00","BZN|DK1","1782.80","n/e"," ","2056.56"
"09/01/2020 17:00:00 - 09/01/2020 18:00:00","BZN|DK1","1715.70","n/e"," ","1925.93"
"09/01/2020 18:00:00 - 09/01/2020 19:00:00","BZN|DK1","1575.00","n/e"," ","1711.31"
"09/01/2020 19:00:00 - 09/01/2020 20:00:00","BZN|DK1","1416.50","n/e"," ","1549.49"
"09/01/2020 20:00:00 - 09/01/2020 21:00:00","BZN|DK1","1285.70","n/e"," ","1473.69"
"09/01/2020 21:00:00 - 09/01/2020 22:00:00","BZN|DK1","1163.20","n/e"," ","1270.46"
"09/01/2020 22:00:00 - 09/01/2020 23:00:00","BZN|DK1","976.40","n/e"," ","1064.32"
"09/01/2020 23:00:00 - 10/01/2020 00:00:00","BZN|DK1","721.50","n/e"," ","852.73"
"10/01/2020 00:00:00 - 10/01/2020 01:00:00","BZN|DK1","612.30","n/e"," ","613.15"
"10/01/2020 01:00:00 - 10/01/2020 02:00:00","BZN|DK1","514.70","n/e"," ","513.30"
"10/01/2020 02:00:00 - 10/01/2020 03:00:00","BZN|DK1","460.50","n/e"," ","490.12"
"10/01/2020 03:00:00 - 10/01/2020 04:00:00","BZN|DK1","521.10","n/e"," ","541.03"
"10/01/2020 04:00:00 - 10/01/2020 05:00:00","BZN|DK1","534.30","n/e"," ","559.29"
"10/01/2020 05:00:00 - 10/01/2020 06:00:00","BZN|DK1","701.10","n/e"," ","693.18"
"10/01/2020 06:00:00 - 10/01/2020 07:00:00","BZN|DK1","858.70","n/e"," ","852.31"
"10/01/2020 07:00:00 - 10/01/2020 08:00:00","BZN|DK1","1050.20","n/e"," ","1066.06"
"10/01/2020 08:00:00 - 10/01/2020 09:00:00","BZN|DK1","1156.40","n/e"," ","1144.83"
"10/01/2020 09:00:00 - 10/01/2020 10:00:00","BZN|DK1","1246.20","n/e"," ","1195.84"
"10/01/2020 10:00:00 - 10/01/2020 11:00:00","BZN|DK1","1235.00","n/e"," ","1178.61"
"10/01/2020 11:00:00 - 10/01/2020 12:00:00","BZN|DK1","1254.30","n/e"," ","1181.12"
"10/01/2020 12:00:00 - 10/01/2020 13:00:00","BZN|DK1","1361.70","n/e"," ","1377.27"
"10/01/2020 13:00:00 - 10/01/2020 14:00:00","BZN|DK1","1510.00","n/e"," ","1536.38"
"10/01/2020 14:00:00 - 10/01/2020 15:00:00","BZN|DK1","1664.50","n/e"," ","1654.29"
"10/01/2020 15:00:00 - 10/01/2020 16:00:00","BZN|DK1","1825.40","n/e"," ","1947.26"
"10/01/2020 16:00:00 - 10/01/2020 17:00:00","BZN|DK1","1717.30","n/e"," ","1735.67"
"10/01/2020 17:00:00 - 10/01/2020 18:00:00","BZN|DK1","1362.70","n/e"," ","1654.70"
"10/01/2020 18:00:00 - 10/01/2020 19:00:00","BZN|DK1","993.10","n/e"," ","1164.87"
"10/01/2020 19:00:00 - 10/01/2020 20:00:00","BZN|DK1","713.40","n/e"," ","704.31"
"10/01/2020 20:00:00 - 10/01/2020 21:00:00","BZN|DK1","517.10","n/e"," ","550.72"
"10/01/2020 21:00:00 - 10/01/2020 22:00:00","BZN|DK1","365.40","n/e"," ","348.25"
"10/01/2020 22:00:00 - 10/01/2020 23:00:00","BZN|DK1","262.80","n/e"," ","196.58"
"10/01/2020 23:00:00 - 11/01/2020 00:00:00","BZN|DK1","203.70","n/e"," ","99.86"
"11/01/2020 00:00:00 - 11/01/2020 01:00:00","BZN|DK1","107.90","n/e"," ","109.26"
"11/01/2020 01:00:00 - 11/01/2020 02:00:00","BZN|DK1","183.20","n/e"," ","235.55"
"11/01/2020 02:00:00 - 11/01/2020 03:00:00","BZN|DK1","449.70","n/e"," ","520.87"
"11/01/2020 03:00:00 - 11/01/2020 04:00:00","BZN|DK1","831.70","n/e"," ","881.50"
"11/01/2020 04:00:00 - 11/01/2020 05:00:00","BZN|DK1","1232.60","n/e"," ","1264.63"
"11/01/2020 05:00:00 - 11/01/2020 06:00:00","BZN|DK1","1512.30","n/e"," ","1437.70"
"11/01/2020 06:00:00 - 11/01/2020 07:00:00","BZN|DK1","1710.10","n/e"," ","1676.33"
"11/01/2020 07:00:00 - 11/01/2020 08:00:00","BZN|DK1","1937.60","n/e"," ","1859.61"
"11/01/2020 08:00:00 - 11/01/2020 09:00:00","BZN|DK1","2228.70","n/e"," ","2235.06"
"11/01/2020 09:00:00 - 11/01/2020 10:00:00","BZN|DK1","2525.70","n/e"," ","2613.26"
"11/01/2020 10:00:00 - 11/01/2020 11:00:00","BZN|DK1","2607.00","n/e"," ","2845.60"
"11/01/2020 11:00:00 - 11/01/2020 12:00:00","BZN|DK1","2694.40","n/e"," ","3076.03"
"11/01/2020 12:00:00 - 11/01/2020 13:00:00","BZN|DK1","2744.50","n/e"," ","3210.99"
"11/01/2020 13:00:00 - 11/01/2020 14:00:00","BZN|DK1","2761.20","n/e"," ","3213.98"
