"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|DK1","0.00","n/e"," ","0.20"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|DK1","18.00","n/e"," ","10.02"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|DK1","59.00","n/e"," ","32.43"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|DK1","90.00","n/e"," ","51.11"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|DK1","94.00","n/e"," ","68.15"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|DK1","76.00","n/e"," ","69.46"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|DK1","44.00","n/e"," ","36.55"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|DK1","10.00","n/e"," ","7.03"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|DK1","0.00","n/e"," ","0.14"
"01/01/2020 17:00:00 - 01/01/2020 18:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 18:00:00 - 01/01/2020 19:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 19:00:00 - 01/01/2020 20:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 20:00:00 - 01/01/2020 21:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 21:00:00 - 01/01/2020 22:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 22:00:00 - 01/01/2020 23:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"01/01/2020 23:00:00 - 02/01/2020 00:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"02/01/2020 00:00:00 - 02/01/2020 01:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"02/01/2020 01:00:00 - 02/01/2020 02:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"02/01/2020 02:00:00 - 02/01/2020 03:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"02/01/2020 03:00:00 - 02/01/2020 04:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"02/01/2020 04:00:00 - 02/01/2020 05:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"02/01/2020 05:00:00 - 02/01/2020 06:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"02/01/2020 06:00:00 - 02/01/2020 07:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"02/01/2020 07:00:00 - 02/01/2020 08:00:00","BZN|DK1","0.00","n/e"," ","0.00"
"02/01/2020 08:00:00 - 02/01/2020 09:00:00","BZN|DK1","0.00","n/e"," ","0.03"
"02/01/2020 09:00:00 - 02/01/2020 10:00:00","BZN|DK1","6.00","n/e"," ","1.43"
"02/01/2020 10:00:00 - 02/01/2020 11:00:00","BZN|DK1","23.00","n/e"," ","6.88"
"02/01/2020 11:00:00 - 02/01/2020 12:00:00","BZN|DK1","33.00","n/e"," ","11.65"
"02/01/2020 12:00:00 - 02/01/2020 13:00:00","BZN|DK1","29.00","n/e"," ","12.89"
"02/01/2020 13:00:00 - 02/01/2020 14:00:00","BZN|DK1","20.00","n/e"," ","10.51"
