"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2021 00:00 - 01/01/2021 01:00","BZN|DK1","2077.42","2043.00"
"01/01/2021 01:00 - 01/01/2021 02:00","BZN|DK1","2042.82","2018.00"
"01/01/2021 02:00 - 01/01/2021 03:00","BZN|DK1","1966.48","1947.00"
"01/01/2021 03:00 - 01/01/2021 04:00","BZN|DK1","1915.50","1879.00"
"01/01/2021 04:00 - 01/01/2021 05:00","BZN|DK1","1892.50","1846.00"
"01/01/2021 05:00 - 01/01/2021 06:00","BZN|DK1","1903.26","1857.00"
"01/01/2021 06:00 - 01/01/2021 07:00","BZN|DK1","1956.79","1938.00"
"01/01/2021 07:00 - 01/01/2021 08:00","BZN|DK1","2009.82","2010.00"
"01/01/2021 08:00 - 01/01/2021 09:00","BZN|DK1","2080.81","2076.00"
"01/01/2021 09:00 - 01/01/2021 10:00","BZN|DK1","2150.22","2163.00"
"01/01/2021 10:00 - 01/01/2021 11:00","BZN|DK1","2266.62","2270.00"
"01/01/2021 11:00 - 01/01/2021 12:00","BZN|DK1","2331.51","2355.00"
"01/01/2021 12:00 - 01/01/2021 13:00","BZN|DK1","2353.69","2360.00"
"01/01/2021 13:00 - 01/01/2021 14:00","BZN|DK1","2334.16","2328.00"
"01/01/2021 14:00 - 01/01/2021 15:00","BZN|DK1","2342.38","2341.00"
"01/01/2021 15:00 - 01/01/2021 16:00","BZN|DK1","2372.17","2349.00"
"01/01/2021 16:00 - 01/01/2021 17:00","BZN|DK1","2500.39","2530.00"
"01/01/2021 17:00 - 01/01/2021 18:00","BZN|DK1","2691.02","2698.00"
"01/01/2021 18:00 - 01/01/2021 19:00","BZN|DK1","2668.62","2641.00"
"01/01/2021 19:00 - 01/01/2021 20:00","BZN|DK1","2524.10","2521.00"
"01/01/2021 20:00 - 01/01/2021 21:00","BZN|DK1","2369.49","2393.00"
"01/01/2021 21:00 - 01/01/2021 22:00","BZN|DK1","2269.97","2275.00"
"01/01/2021 22:00 - 01/01/2021 23:00","BZN|DK1","2140.01","2201.00"
"01/01/2021 23:00 - 02/01/2021 00:00","BZN|DK1","2011.80","2123.00"
"02/01/2021 00:00 - 02/01/2021 01:00","BZN|DK1","1942.02","1940.00"
"02/01/2021 01:00 - 02/01/2021 02:00","BZN|DK1","1886.97","1880.00"
"02/01/2021 02:00 - 02/01/2021 03:00","BZN|DK1","1867.91","1879.00"
"02/01/2021 03:00 - 02/01/2021 04:00","BZN|DK1","1863.57","1944.00"
"02/01/2021 04:00 - 02/01/2021 05:00","BZN|DK1","1881.83","1980.00"
"02/01/2021 05:00 - 02/01/2021 06:00","BZN|DK1","1938.39","1984.00"
"02/01/2021 06:00 - 02/01/2021 07:00","BZN|DK1","2038.55","2080.00"
"02/01/2021 07:00 - 02/01/2021 08:00","BZN|DK1","2167.88","2193.00"
"02/01/2021 08:00 - 02/01/2021 09:00","BZN|DK1","2316.46","2332.00"
"02/01/2021 09:00 - 02/01/2021 10:00","BZN|DK1","2454.19","2440.00"
"02/01/2021 10:00 - 02/01/2021 11:00","BZN|DK1","2536.93","2523.00"
"02/01/2021 11:00 - 02/01/2021 12:00","BZN|DK1","2561.59","2556.00"
"02/01/2021 12:00 - 02/01/2021 13:00","BZN|DK1","2552.04","2542.00"
"02/01/2021 13:00 - 02/01/2021 14:00","BZN|DK1","2528.26","2521.00"
"02/01/2021 14:00 - 02/01/2021 15:00","BZN|DK1","2509.70","2515.00"
"02/01/2021 15:00 - 02/01/2021 16:00","BZN|DK1","2506.13","2491.00"
"02/01/2021 16:00 - 02/01/2021 17:00","BZN|DK1","2699.47","2659.00"
"02/01/2021 17:00 - 02/01/2021 18:00","BZN|DK1","2943.82","2918.00"
"02/01/2021 18:00 - 02/01/2021 19:00","BZN|DK1","2876.84","2905.00"
"02/01/2021 19:00 - 02/01/2021 20:00","BZN|DK1","2654.94","2668.00"
"02/01/2021 20:00 - 02/01/2021 21:00","BZN|DK1","2485.94","2487.00"
"02/01/2021 21:00 - 02/01/2021 22:00","BZN|DK1","2339.93","2328.00"
"02/01/2021 22:00 - 02/01/2021 23:00","BZN|DK1","2217.00","2190.00"
"02/01/2021 23:00 - 03/01/2021 00:00","BZN|DK1","2088.47","2062.00"
"03/01/2021 00:00 - 03/01/2021 01:00","BZN|DK1","1995.16","1973.00"
"03/01/2021 01:00 - 03/01/2021 02:00","BZN|DK1","1934.07","1907.00"
"03/01/2021 02:00 - 03/01/2021 03:00","BZN|DK1","1890.33","1881.00"
"03/01/2021 03:00 - 03/01/2021 04:00","BZN|DK1","1970.85","1909.00"
"03/01/2021 04:00 - 03/01/2021 05:00","BZN|DK1","2001.00","1991.00"
"03/01/2021 05:00 - 03/01/2021 06:00","BZN|DK1","2059.23","2038.00"
"03/01/2021 06:00 - 03/01/2021 07:00","BZN|DK1","2143.15","2123.00"
"03/01/2021 07:00 - 03/01/2021 08:00","BZN|DK1","2323.83","2297.00"
