"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2015 00:00 - 01/01/2015 01:00","BZN|DK1","1877.04","1869.60"
"01/01/2015 01:00 - 01/01/2015 02:00","BZN|DK1","1842.66","1841.00"
"01/01/2015 02:00 - 01/01/2015 03:00","BZN|DK1","1794.96","1784.90"
"01/01/2015 03:00 - 01/01/2015 04:00","BZN|DK1","1744.76","1734.50"
"01/01/2015 04:00 - 01/01/2015 05:00","BZN|DK1","1743.17","1734.00"
"01/01/2015 05:00 - 01/01/2015 06:00","BZN|DK1","1751.47","1753.10"
"01/01/2015 06:00 - 01/01/2015 07:00","BZN|DK1","1767.16","1771.00"
"01/01/2015 07:00 - 01/01/2015 08:00","BZN|DK1","1903.30","1837.10"
"01/01/2015 08:00 - 01/01/2015 09:00","BZN|DK1","1985.32","1924.00"
"01/01/2015 09:00 - 01/01/2015 10:00","BZN|DK1","2015.15","2038.50"
"01/01/2015 10:00 - 01/01/2015 11:00","BZN|DK1","2101.76","2153.30"
"01/01/2015 11:00 - 01/01/2015 12:00","BZN|DK1","2194.32","2168.20"
"01/01/2015 12:00 - 01/01/2015 13:00","BZN|DK1","2254.78","2198.20"
"01/01/2015 13:00 - 01/01/2015 14:00","BZN|DK1","2262.84","2231.70"
"01/01/2015 14:00 - 01/01/2015 15:00","BZN|DK1","2233.22","2245.90"
"01/01/2015 15:00 - 01/01/2015 16:00","BZN|DK1","2303.56","2273.30"
"01/01/2015 16:00 - 01/01/2015 17:00","BZN|DK1","2485.56","2481.60"
"01/01/2015 17:00 - 01/01/2015 18:00","BZN|DK1","2633.11","2662.20"
"01/01/2015 18:00 - 01/01/2015 19:00","BZN|DK1","2627.42","2613.30"
"01/01/2015 19:00 - 01/01/2015 20:00","BZN|DK1","2509.84","2474.00"
"01/01/2015 20:00 - 01/01/2015 21:00","BZN|DK1","2361.39","2349.50"
"01/01/2015 21:00 - 01/01/2015 22:00","BZN|DK1","2263.14","2255.80"
"01/01/2015 22:00 - 01/01/2015 23:00","BZN|DK1","2109.71","2090.10"
"01/01/2015 23:00 - 02/01/2015 00:00","BZN|DK1","1975.92","1942.40"
"02/01/2015 00:00 - 02/01/2015 01:00","BZN|DK1","1851.58","1828.20"
"02/01/2015 01:00 - 02/01/2015 02:00","BZN|DK1","1710.81","1700.00"
"02/01/2015 02:00 - 02/01/2015 03:00","BZN|DK1","1682.92","1670.40"
"02/01/2015 03:00 - 02/01/2015 04:00","BZN|DK1","1682.42","1679.60"
"02/01/2015 04:00 - 02/01/2015 05:00","BZN|DK1","1700.76","1695.30"
"02/01/2015 05:00 - 02/01/2015 06:00","BZN|DK1","1773.81","1754.00"
"02/01/2015 06:00 - 02/01/2015 07:00","BZN|DK1","2071.35","2065.20"
"02/01/2015 07:00 - 02/01/2015 08:00","BZN|DK1","2293.78","2329.00"
"02/01/2015 08:00 - 02/01/2015 09:00","BZN|DK1","2504.23","2481.70"
"02/01/2015 09:00 - 02/01/2015 10:00","BZN|DK1","2568.55","2528.30"
"02/01/2015 10:00 - 02/01/2015 11:00","BZN|DK1","2674.38","2619.00"
"02/01/2015 11:00 - 02/01/2015 12:00","BZN|DK1","2673.01","2652.70"
"02/01/2015 12:00 - 02/01/2015 13:00","BZN|DK1","2643.30","2634.30"
"02/01/2015 13:00 - 02/01/2015 14:00","BZN|DK1","2626.13","2598.70"
"02/01/2015 14:00 - 02/01/2015 15:00","BZN|DK1","2608.48","2575.70"
"02/01/2015 15:00 - 02/01/2015 16:00","BZN|DK1","2623.98","2608.40"
"02/01/2015 16:00 - 02/01/2015 17:00","BZN|DK1","2805.18","2765.70"
"02/01/2015 17:00 - 02/01/2015 18:00","BZN|DK1","3081.38","2997.80"
"02/01/2015 18:00 - 02/01/2015 19:00","BZN|DK1","3019.50","2967.60"
"02/01/2015 19:00 - 02/01/2015 20:00","BZN|DK1","2803.78","2811.20"
"02/01/2015 20:00 - 02/01/2015 21:00","BZN|DK1","2542.67","2563.60"
"02/01/2015 21:00 - 02/01/2015 22:00","BZN|DK1","2444.23","2396.10"
"02/01/2015 22:00 - 02/01/2015 23:00","BZN|DK1","2251.22","2258.30"
"02/01/2015 23:00 - 03/01/2015 00:00","BZN|DK1","2012.53","2041.30"
"03/01/2015 00:00 - 03/01/2015 01:00","BZN|DK1","1966.19","1977.80"
"03/01/2015 01:00 - 03/01/2015 02:00","BZN|DK1","1924.97","1913.80"
"03/01/2015 02:00 - 03/01/2015 03:00","BZN|DK1","1816.18","1828.50"
"03/01/2015 03:00 - 03/01/2015 04:00","BZN|DK1","1753.99","1758.50"
"03/01/2015 04:00 - 03/01/2015 05:00","BZN|DK1","1736.09","1735.70"
"03/01/2015 05:00 - 03/01/2015 06:00","BZN|DK1","1777.67","1782.10"
"03/01/2015 06:00 - 03/01/2015 07:00","BZN|DK1","1930.83","1927.90"
"03/01/2015 07:00 - 03/01/2015 08:00","BZN|DK1","2138.12","2163.30"
"03/01/2015 08:00 - 03/01/2015 09:00","BZN|DK1","2293.36","2319.40"
"03/01/2015 09:00 - 03/01/2015 10:00","BZN|DK1","2401.44","2439.30"
"03/01/2015 10:00 - 03/01/2015 11:00","BZN|DK1","2455.50","2474.20"
"03/01/2015 11:00 - 03/01/2015 12:00","BZN|DK1","2404.97","2428.90"
"03/01/2015 12:00 - 03/01/2015 13:00","BZN|DK1","2347.82","2364.50"
"03/01/2015 13:00 - 03/01/2015 14:00","BZN|DK1","2332.07","2319.00"
"03/01/2015 14:00 - 03/01/2015 15:00","BZN|DK1","2278.42","2305.40"
"03/01/2015 15:00 - 03/01/2015 16:00","BZN|DK1","2243.28","2292.80"
"03/01/2015 16:00 - 03/01/2015 17:00","BZN|DK1","2468.10","2502.80"
"03/01/2015 17:00 - 03/01/2015 18:00","BZN|DK1","2778.25","2787.90"
"03/01/2015 18:00 - 03/01/2015 19:00","BZN|DK1","2729.97","2711.50"
"03/01/2015 19:00 - 03/01/2015 20:00","BZN|DK1","2463.65","2479.10"
"03/01/2015 20:00 - 03/01/2015 21:00","BZN|DK1","2318.04","2308.20"
"03/01/2015 21:00 - 03/01/2015 22:00","BZN|DK1","2161.07","2156.30"
"03/01/2015 22:00 - 03/01/2015 23:00","BZN|DK1","2054.05","2037.90"
"03/01/2015 23:00 - 04/01/2015 00:00","BZN|DK1","1950.17","1965.90"
"04/01/2015 00:00 - 04/01/2015 01:00","BZN|DK1","1791.03","1811.20"
"04/01/2015 01:00 - 04/01/2015 02:00","BZN|DK1","1727.49","1694.60"
"04/01/2015 02:00 - 04/01/2015 03:00","BZN|DK1","1674.67","1652.30"
"04/01/2015 03:00 - 04/01/2015 04:00","BZN|DK1","1661.32","1650.00"
"04/01/2015 04:00 - 04/01/2015 05:00","BZN|DK1","1674.20","1659.50"
"04/01/2015 05:00 - 04/01/2015 06:00","BZN|DK1","1680.28","1704.40"
"04/01/2015 06:00 - 04/01/2015 07:00","BZN|DK1","1834.17","1804.10"
"04/01/2015 07:00 - 04/01/2015 08:00","BZN|DK1","1962.42","1977.00"
"04/01/2015 08:00 - 04/01/2015 09:00","BZN|DK1","2130.11","2160.50"
"04/01/2015 09:00 - 04/01/2015 10:00","BZN|DK1","2277.43","2264.30"
"04/01/2015 10:00 - 04/01/2015 11:00","BZN|DK1","2350.36","2368.70"
"04/01/2015 11:00 - 04/01/2015 12:00","BZN|DK1","2383.38","2394.30"
"04/01/2015 12:00 - 04/01/2015 13:00","BZN|DK1","2321.57","2342.60"
"04/01/2015 13:00 - 04/01/2015 14:00","BZN|DK1","2257.84","2307.80"
"04/01/2015 14:00 - 04/01/2015 15:00","BZN|DK1","2227.22","2248.70"
"04/01/2015 15:00 - 04/01/2015 16:00","BZN|DK1","2242.45","2258.00"
"04/01/2015 16:00 - 04/01/2015 17:00","BZN|DK1","2529.59","2515.60"
"04/01/2015 17:00 - 04/01/2015 18:00","BZN|DK1","2862.30","2860.00"
"04/01/2015 18:00 - 04/01/2015 19:00","BZN|DK1","2769.24","2781.80"
"04/01/2015 19:00 - 04/01/2015 20:00","BZN|DK1","2541.74","2564.80"
"04/01/2015 20:00 - 04/01/2015 21:00","BZN|DK1","2347.39","2355.00"
"04/01/2015 21:00 - 04/01/2015 22:00","BZN|DK1","2212.78","2196.10"
"04/01/2015 22:00 - 04/01/2015 23:00","BZN|DK1","1996.54","2019.10"
"04/01/2015 23:00 - 05/01/2015 00:00","BZN|DK1","1960.50","1908.70"
"05/01/2015 00:00 - 05/01/2015 01:00","BZN|DK1","1910.59","1913.20"
"05/01/2015 01:00 - 05/01/2015 02:00","BZN|DK1","1832.38","1849.70"
"05/01/2015 02:00 - 05/01/2015 03:00","BZN|DK1","1743.95","1758.40"
"05/01/2015 03:00 - 05/01/2015 04:00","BZN|DK1","1703.80","1709.40"
"05/01/2015 04:00 - 05/01/2015 05:00","BZN|DK1","1744.67","1735.30"
"05/01/2015 05:00 - 05/01/2015 06:00","BZN|DK1","1950.59","1922.70"
"05/01/2015 06:00 - 05/01/2015 07:00","BZN|DK1","2419.24","2437.40"
"05/01/2015 07:00 - 05/01/2015 08:00","BZN|DK1","2921.68","2906.90"
"05/01/2015 08:00 - 05/01/2015 09:00","BZN|DK1","3071.27","3084.40"
"05/01/2015 09:00 - 05/01/2015 10:00","BZN|DK1","3077.47","3070.00"
"05/01/2015 10:00 - 05/01/2015 11:00","BZN|DK1","3117.46","3152.40"
"05/01/2015 11:00 - 05/01/2015 12:00","BZN|DK1","3098.92","3111.40"
"05/01/2015 12:00 - 05/01/2015 13:00","BZN|DK1","3025.64","3029.30"
"05/01/2015 13:00 - 05/01/2015 14:00","BZN|DK1","3053.77","3052.30"
"05/01/2015 14:00 - 05/01/2015 15:00","BZN|DK1","3028.09","3007.90"
"05/01/2015 15:00 - 05/01/2015 16:00","BZN|DK1","2957.59","2928.70"
"05/01/2015 16:00 - 05/01/2015 17:00","BZN|DK1","3069.24","3068.90"
"05/01/2015 17:00 - 05/01/2015 18:00","BZN|DK1","3291.25","3308.60"
"05/01/2015 18:00 - 05/01/2015 19:00","BZN|DK1","3099.15","3149.00"
"05/01/2015 19:00 - 05/01/2015 20:00","BZN|DK1","2883.73","2932.90"
"05/01/2015 20:00 - 05/01/2015 21:00","BZN|DK1","2672.47","2720.60"
"05/01/2015 21:00 - 05/01/2015 22:00","BZN|DK1","2464.44","2547.90"
"05/01/2015 22:00 - 05/01/2015 23:00","BZN|DK1","2251.89","2343.80"
"05/01/2015 23:00 - 06/01/2015 00:00","BZN|DK1","2049.55","2109.90"
"06/01/2015 00:00 - 06/01/2015 01:00","BZN|DK1","1914.30","1924.80"
"06/01/2015 01:00 - 06/01/2015 02:00","BZN|DK1","1856.72","1837.00"
"06/01/2015 02:00 - 06/01/2015 03:00","BZN|DK1","1843.69","1831.80"
"06/01/2015 03:00 - 06/01/2015 04:00","BZN|DK1","1832.04","1840.30"
"06/01/2015 04:00 - 06/01/2015 05:00","BZN|DK1","1885.67","1868.60"
"06/01/2015 05:00 - 06/01/2015 06:00","BZN|DK1","2043.31","2020.20"
"06/01/2015 06:00 - 06/01/2015 07:00","BZN|DK1","2479.90","2452.80"
"06/01/2015 07:00 - 06/01/2015 08:00","BZN|DK1","2947.90","2923.40"
"06/01/2015 08:00 - 06/01/2015 09:00","BZN|DK1","3135.81","3104.00"
"06/01/2015 09:00 - 06/01/2015 10:00","BZN|DK1","3093.61","3072.80"
"06/01/2015 10:00 - 06/01/2015 11:00","BZN|DK1","3138.22","3138.80"
"06/01/2015 11:00 - 06/01/2015 12:00","BZN|DK1","3142.97","3125.90"
"06/01/2015 12:00 - 06/01/2015 13:00","BZN|DK1","3103.90","3078.80"
"06/01/2015 13:00 - 06/01/2015 14:00","BZN|DK1","3106.13","3112.10"
"06/01/2015 14:00 - 06/01/2015 15:00","BZN|DK1","3049.06","3055.20"
"06/01/2015 15:00 - 06/01/2015 16:00","BZN|DK1","2973.46","2973.40"
"06/01/2015 16:00 - 06/01/2015 17:00","BZN|DK1","3076.92","3066.00"
"06/01/2015 17:00 - 06/01/2015 18:00","BZN|DK1","3300.17","3279.30"
"06/01/2015 18:00 - 06/01/2015 19:00","BZN|DK1","3097.96","3114.00"
"06/01/2015 19:00 - 06/01/2015 20:00","BZN|DK1","2893.60","2904.60"
"06/01/2015 20:00 - 06/01/2015 21:00","BZN|DK1","2697.46","2712.20"
"06/01/2015 21:00 - 06/01/2015 22:00","BZN|DK1","2534.11","2519.50"
"06/01/2015 22:00 - 06/01/2015 23:00","BZN|DK1","2325.39","2323.40"
"06/01/2015 23:00 - 07/01/2015 00:00","BZN|DK1","2130.51","2099.10"
"07/01/2015 00:00 - 07/01/2015 01:00","BZN|DK1","1994.18","1954.50"
"07/01/2015 01:00 - 07/01/2015 02:00","BZN|DK1","1948.37","1936.50"
"07/01/2015 02:00 - 07/01/2015 03:00","BZN|DK1","1894.90","1915.70"
"07/01/2015 03:00 - 07/01/2015 04:00","BZN|DK1","1864.01","1888.60"
"07/01/2015 04:00 - 07/01/2015 05:00","BZN|DK1","1912.78","1903.80"
"07/01/2015 05:00 - 07/01/2015 06:00","BZN|DK1","2074.53","2043.50"
"07/01/2015 06:00 - 07/01/2015 07:00","BZN|DK1","2523.08","2539.20"
"07/01/2015 07:00 - 07/01/2015 08:00","BZN|DK1","3005.84","3039.60"
"07/01/2015 08:00 - 07/01/2015 09:00","BZN|DK1","3158.24","3173.40"
"07/01/2015 09:00 - 07/01/2015 10:00","BZN|DK1","3080.83","3111.70"
"07/01/2015 10:00 - 07/01/2015 11:00","BZN|DK1","3073.46","3126.40"
"07/01/2015 11:00 - 07/01/2015 12:00","BZN|DK1","3050.55","3070.30"
